%GrainID,O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,a,b,c,alpha,beta,gamma,DiffPos,DiffOme,DiffAngle,GrainRadius,Confidence,eFab11,eFab12,eFab13,eFab21,eFab22,eFab23,eFab31,eFab32,eFab33,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33,RMSErrorStrain,PhaseNr,Eul0,Eul1,Eul2,layer,num_spots,eqv_strain,strain/error,Confidence/R
46815.0,-0.276701,0.757773,0.590946,-0.896815,-0.424536,0.124465,0.345193,-0.49553,0.797052,-350.898445,437.231526,548.68933,3.595384,3.588239,3.593956,90.161007,89.923162,90.043566,219.922375,0.08785,0.091112,65.283087,0.804348,-2420.038221,664.894235,-37.530911,664.894235,-476.575704,-460.188656,-37.530911,-460.188656,1043.930301,-473.079899,128.107575,-4.468437,128.107575,-402.800795,213.965718,-4.468437,213.965718,1129.543731,1269.312385,1.0,1.778382,0.648399,2.533142,0.0,111.0,1583.4678189857336,1.2475004874278712,0.012320924713624526
45206.0,-0.442738,-0.745284,0.498532,0.294762,0.404117,0.865912,-0.846816,0.530321,0.040764,82.532738,-439.716034,489.036704,3.596415,3.593187,3.590163,90.042981,90.039727,90.084125,159.980309,0.080433,0.075397,75.586498,0.885714,-518.639381,61.128814,92.989106,61.128814,-1599.488105,-45.198694,92.989106,-45.198694,877.243913,-590.111999,-44.133143,87.840983,-44.133143,-340.464593,-89.342894,87.840983,-89.342894,904.346179,675.113941,1.0,2.61921,1.530022,5.271889,0.0,124.0,1391.3575779021517,2.060922598993037,0.011717886440512165
45901.0,-0.284637,0.581609,-0.762045,0.731359,0.645666,0.219611,0.619754,-0.494819,-0.609146,469.225972,-181.811617,489.183515,3.59699,3.595773,3.5958,89.942044,90.022218,90.05024,101.081591,0.060029,0.060781,93.918241,1.0,-68.546638,-241.819651,-206.384568,-241.819651,135.423196,-58.228965,-206.384568,-58.228965,1140.298311,-56.353115,55.379438,57.649447,55.379438,127.899388,64.07785,57.649447,64.07785,1122.224449,856.086954,1.0,4.431806,2.225779,2.244568,0.0,134.0,1101.685266713781,1.2868847744568959,0.010647558869847232
47440.0,0.735336,-0.658673,-0.159474,0.355253,0.174247,0.918386,-0.577128,-0.731976,0.362125,-19.443886,-186.09916,495.162442,3.597289,3.597806,3.592288,90.030005,90.016973,89.984055,211.949707,0.08506,0.097115,70.325153,0.802817,580.957359,246.633021,106.399113,246.633021,-623.196637,-312.020879,106.399113,-312.020879,922.11663,-81.468619,78.608567,67.781402,78.608567,-371.345394,-247.817232,67.781402,-247.817232,968.351846,907.376299,1.0,3.313524,1.20025,3.809253,0.0,114.0,1242.8235508086748,1.3696892371757605,0.011415787463697378
45211.0,0.496914,-0.819463,0.285583,-0.108352,0.267925,0.957328,-0.861009,-0.506653,0.044345,-92.966193,136.634666,237.885352,3.597754,3.59637,3.593532,89.98587,89.99084,89.989895,71.830054,0.059657,0.053137,117.781196,1.0,377.190696,-268.776511,-174.924862,-268.776511,-224.144935,-137.813227,-174.924862,-137.813227,802.607352,-113.16598,16.567706,-177.906286,16.567706,-210.680603,-27.461992,-177.906286,-27.461992,1101.841622,132.127411,1.0,2.851685,1.526437,4.180512,0.0,142.0,1276.2221809824316,9.659026626824858,0.008490319626233037
45212.0,-0.877042,-0.31403,-0.36357,0.480389,-0.565595,-0.67032,0.004867,-0.762554,0.646907,-36.389863,-417.477287,592.298198,3.591745,3.597154,3.595631,90.085723,90.008066,89.938393,161.83218,0.062525,0.069162,66.216413,0.876812,-462.330597,375.54426,448.720593,375.54426,-680.714851,-148.900461,448.720593,-148.900461,1227.665018,54.624896,141.368796,270.512044,141.368796,-107.822484,-259.307084,270.512044,-259.307084,1105.752637,764.09848,1.0,5.786209,0.867275,3.13521,0.0,121.0,1192.6077210979704,1.5608036821352798,0.013241611260338128
47030.0,-0.474004,0.085747,0.876338,-0.877111,0.041548,-0.478487,-0.077439,-0.99545,0.055516,134.645204,306.858324,272.113162,3.58892,3.599226,3.592568,90.00809,90.003521,89.92437,129.254925,0.06883,0.06426,108.626079,1.0,-857.574572,-461.281149,175.371928,-461.281149,-1453.465293,394.127415,175.371928,394.127415,1334.652787,-507.094288,133.556617,27.456389,133.556617,-450.002831,1.221812,27.456389,1.221812,1421.833145,264.243798,1.0,1.071023,1.515252,3.219229,0.0,142.0,1904.6888816010317,7.208074119495631,0.00920589244503615
47461.0,-0.717967,0.673925,-0.174208,-0.549264,-0.394771,0.736522,0.427588,0.624484,0.653596,-224.144928,220.73387,269.45858999999996,3.594992,3.5978,3.595993,90.000633,89.974144,89.997082,95.681138,0.081542,0.068461,101.542057,1.0,466.361715,-346.605068,168.42594,-346.605068,174.504892,-82.632884,168.42594,-82.632884,628.817212,-114.770642,8.543326,-169.481456,8.543326,-64.378434,-1.531699,-169.481456,-1.531699,941.218181,490.906246,1.0,3.373852,0.85847,0.600388,0.0,142.0,1042.1312941997212,2.1228723461785433,0.009848136127476717
45217.0,-0.527022,0.384075,-0.758112,0.336242,0.913498,0.229049,0.780506,-0.134195,-0.610575,198.433592,-413.823826,278.94289100000003,3.593219,3.59246,3.596509,89.945078,90.096568,90.034453,127.542142,0.084054,0.064767,91.235933,0.993056,-759.397467,-100.493153,487.985347,-100.493153,-665.308856,-562.186765,487.985347,-562.186765,857.49737,-209.56114,-145.215224,-9.030316,-145.215224,-347.898178,-47.375006,-9.030316,-47.375006,1109.627261,556.067014,1.0,4.418979,2.227583,1.741065,0.0,143.0,1399.802785639925,2.517327499019615,0.010884483419487802
46316.0,0.148227,0.61169,0.777087,-0.814476,-0.370188,0.446755,0.560944,-0.699139,0.443335,228.733269,-39.966305,559.521202,3.594233,3.595208,3.593959,90.07487,90.019442,90.091529,141.822181,0.069343,0.065169,74.855103,0.837838,-891.084791,459.822543,-240.600853,459.822543,-262.155375,96.53434,-240.600853,96.53434,923.038544,160.606433,96.205222,206.452917,96.205222,-94.696191,190.985344,206.452917,190.985344,997.749524,639.329336,1.0,2.092563,1.11148,2.46543,0.0,124.0,1022.7306841987277,1.5996930323853114,0.01119279737014055
