GrainID,O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,a,b,c,alpha,beta,gamma,DiffPos,DiffOme,DiffAngle,GrainRadius,Confidence,eFab11,eFab12,eFab13,eFab21,eFab22,eFab23,eFab31,eFab32,eFab33,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33,RMSErrorStrain,PhaseNr,Eul0,Eul1,Eul2
27150.0,0.261288,-0.945795,0.192874,0.942918,0.292836,0.158598,-0.206482,0.140424,0.968321,56.736097,197.535834,-51.599916,3.594286,3.594776,3.600721,90.026024,90.044635,90.010638,161.605068,0.089668,0.092016,56.7513,0.73822,385.52053,26.989112,413.562058,26.989112,-25.260318,-138.430797,413.562058,-138.430797,1888.263969,173.266507,78.784963,283.487875,78.784963,-163.232825,-152.338446,283.487875,-152.338446,1903.997087,895.193677,1.0,2.258982,0.252378,5.309621
25063.0,-0.299306,-0.769454,0.564231,0.693688,0.230548,0.682382,-0.655143,0.595642,0.464756,512.134698,349.802335,122.269902,3.595784,3.595699,3.594533,89.971271,89.993082,90.040777,136.789857,0.061402,0.066333,75.738831,0.913043,-2.857394,-2.822758,-232.571666,-2.822758,382.969706,-85.488293,-232.571666,-85.488293,820.452118,233.252975,-27.654031,-32.306854,-27.654031,-212.215098,176.535141,-32.306854,176.535141,1233.649386,695.129071,1.0,2.450689,1.087437,5.450251
29938.0,0.777349,-0.626105,-0.061009,0.296955,0.279724,0.913002,-0.554569,-0.727837,0.403369,308.75722,450.095331,43.133383,3.598762,3.595689,3.591239,90.031251,90.028131,89.970829,180.031168,0.122842,0.109789,68.061409,0.853403,764.034223,264.971204,-422.414118,264.971204,-689.363632,-445.759218,-422.414118,-445.759218,1034.90474,254.053691,80.524605,-74.379988,80.524605,227.748753,-4.533389,-74.379988,-4.533389,1067.115494,758.846467,1.0,3.208316,1.155601,3.792692
24009.0,0.27498,0.408694,-0.870262,-0.185822,0.91068,0.36896,0.943322,0.060257,0.326363,481.001944,-349.039924,100.550567,3.598812,3.594412,3.592571,90.02878,89.94227,89.979535,108.533371,0.060815,0.061352,86.524349,0.978723,-175.560674,427.171937,145.74033,427.171937,-183.659317,-59.606087,145.74033,-59.606087,1497.882512,-217.192234,170.371737,77.994171,170.371737,84.119521,-196.143644,77.994171,-196.143644,1453.470974,792.692235,1.0,4.311396,1.238343,1.507005
23450.0,0.419339,-0.658014,0.625437,-0.206941,0.601514,0.771594,-0.883929,-0.452988,0.116068,128.238593,110.337912,-45.186926,3.597778,3.594633,3.594872,90.027498,89.997586,89.965986,99.814134,0.061975,0.060057,76.950095,0.978723,428.401937,107.226635,-127.419308,107.226635,-22.543928,88.11032,-127.419308,88.11032,1147.358546,317.645398,119.833285,-46.750955,119.833285,-1.610343,136.061289,-46.750955,136.061289,1266.155377,583.865525,1.0,2.460435,1.454466,4.238814
24491.0,-0.493309,-0.586215,-0.64265,0.705312,0.162832,-0.689942,0.509099,-0.793623,0.333138,400.383178,440.9378,-63.612399,3.594583,3.596565,3.59034,90.062311,89.998183,90.03609,148.838758,0.073163,0.074448,59.268028,0.795699,-690.377727,-585.318065,300.744556,-585.318065,-322.9466,20.909723,300.744556,20.909723,953.610082,-217.814417,-49.991272,190.933415,-49.991272,-169.826462,-36.581976,190.933415,-36.581976,1348.084069,646.883653,1.0,5.533262,1.231167,2.571226
23211.0,-0.527437,0.383236,-0.758248,0.334616,0.914051,0.229223,0.780924,-0.132821,-0.610342,199.319742,-428.874709,-126.527886,3.598425,3.592721,3.594451,89.998148,90.088304,90.001145,120.013353,0.079771,0.065032,86.289562,0.973822,-232.661784,-80.788183,-227.753427,-80.788183,-243.000508,350.33672,-227.753427,350.33672,1558.555974,128.501324,-145.279069,-96.424607,-145.279069,-16.566188,-66.011336,-96.424607,-66.011336,1298.01459,393.155239,1.0,4.418818,2.227288,1.739267
30139.0,-0.176207,-0.912785,0.368475,-0.117542,0.391165,0.912784,-0.97731,0.117527,-0.176217,-58.219974,434.449564,-12.617428,3.600235,3.593676,3.597873,89.936374,89.987409,90.042588,105.607556,0.061757,0.055639,129.282315,1.0,-355.298863,11.549077,-8.886858,11.549077,1342.92338,94.641955,-8.886858,94.641955,1817.376492,-115.692595,75.43453,134.094433,75.43453,1.801228,183.223936,134.094433,183.223936,1773.269684,314.177625,1.0,2.757915,1.747938,4.83207
28245.0,-0.503366,0.704427,0.500405,-0.848633,-0.512023,-0.132872,0.16262,-0.491544,0.855535,471.182337,145.75343,91.994262,3.59281,3.595096,3.597414,90.059553,89.994528,89.99709,110.711146,0.064209,0.066143,75.236703,0.951613,-75.646336,-158.342044,135.498659,-158.342044,-151.904887,180.929939,135.498659,180.929939,1234.514555,96.415509,74.453901,213.817711,74.453901,62.837961,138.550471,213.817711,138.550471,1256.384493,563.189313,1.0,1.311256,0.544213,2.822092
24886.0,0.246898,-0.855261,0.455598,-0.326634,0.36919,0.870063,-0.912333,-0.363631,-0.188206,-148.135346,-271.07966,-36.710005,3.598897,3.594042,3.594504,90.009825,89.96922,89.955739,100.24836,0.052391,0.055165,83.306283,0.994475,112.52761,152.550239,-172.009381,152.550239,-20.269547,133.12218,-172.009381,133.12218,1505.44038,87.583957,14.497706,-89.519915,14.497706,80.831696,-12.561101,-89.519915,-12.561101,1532.528545,604.687563,1.0,2.659214,1.760131,4.333114
22883.0,-0.673569,-0.7387,0.025045,0.305553,-0.247438,0.919463,-0.67301,0.626974,0.392379,490.531898,301.133606,-124.679202,3.590732,3.592084,3.599661,89.959445,90.101763,90.110438,274.096431,0.160946,0.181394,85.729456,0.638298,-1617.082779,483.765711,-70.913906,483.765711,727.602217,1106.380806,-70.913906,1106.380806,1101.977864,13.79269,60.819022,-5.102308,60.819022,-221.961808,-99.866826,-5.102308,-99.866826,1074.504377,800.860115,1.0,3.11436,1.16758,5.46239
