GrainID,O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,a,b,c,alpha,beta,gamma,DiffPos,DiffOme,DiffAngle,GrainRadius,Confidence,eFab11,eFab12,eFab13,eFab21,eFab22,eFab23,eFab31,eFab32,eFab33,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33,RMSErrorStrain,PhaseNr,Eul0,Eul1,Eul2
29276.0,0.188845,0.260273,-0.946887,0.15941,0.943323,0.291085,0.968982,-0.205913,0.136652,-2.188063,187.130232,-52.716589,3.596841,3.594883,3.593693,90.003805,90.011273,90.001944,173.636714,0.083039,0.089798,57.275222,0.806283,46.074092,140.494321,219.056637,140.494321,226.791195,23.843836,219.056637,23.843836,761.534825,301.062169,108.934921,138.678965,108.934921,-36.789862,40.721406,138.678965,40.721406,1029.312483,1014.542711,1.0,4.414146,1.433716,1.780186
25742.0,-0.298539,-0.771196,0.562256,0.692907,0.229987,0.683364,-0.656319,0.593602,0.465707,426.051365,323.016609,131.033673,3.595482,3.594604,3.594352,90.003489,90.005496,90.037812,134.873719,0.057611,0.06471,75.356043,0.918478,85.935529,124.814688,-53.94194,124.814688,120.109213,-228.91005,-53.94194,-228.91005,555.532808,54.119227,95.287547,154.299465,95.287547,116.178496,12.01004,154.299465,12.01004,745.52339,865.834199,1.0,2.453117,1.086363,5.447652
23811.0,0.623631,0.779165,-0.063134,-0.278519,0.296931,0.913378,0.730419,-0.552027,0.402188,237.971854,421.977218,37.44991,3.596975,3.59634,3.59616,89.977103,90.014049,89.948715,176.005311,0.100785,0.098634,66.943708,0.9,1172.562588,24.52992,226.740998,24.52992,747.657896,-33.217522,226.740998,-33.217522,242.660517,535.015142,-27.008477,40.900798,-27.008477,265.236031,114.971142,40.900798,114.971142,690.415808,825.825383,1.0,3.210604,1.156891,2.217979
24632.0,0.273104,0.406705,-0.871783,-0.185597,0.911484,0.367085,0.943911,0.061548,0.324413,412.739881,-364.206408,106.505455,3.596541,3.594778,3.594718,90.008567,89.973013,89.980071,79.425995,0.05087,0.050891,88.478894,0.989362,247.714573,120.696236,21.967265,120.696236,117.951322,103.561916,21.967265,103.561916,841.059068,243.789592,87.147126,21.779608,87.147126,186.2985,17.698423,21.779608,17.698423,922.676281,484.46092,1.0,4.313849,1.240406,1.505683
23401.0,-0.421929,0.623844,-0.657871,0.206579,0.772688,0.600232,0.88278,0.117353,-0.454893,52.988381,112.157713,-30.776059,3.594917,3.595047,3.595231,90.016662,90.000808,89.992678,88.288625,0.065765,0.062035,77.085916,0.952128,416.697996,-7.486294,116.073799,-7.486294,219.777145,62.370109,116.073799,62.370109,336.014847,322.279013,-2.560779,151.51015,-2.560779,536.652384,171.981311,151.51015,171.981311,339.45951,666.516516,1.0,3.972773,2.043049,1.438635
25138.0,-0.496174,-0.583162,-0.643221,0.70519,0.161485,-0.690383,0.506476,-0.796144,0.331115,312.609114,390.081296,-46.087067,3.593771,3.596095,3.590351,90.024721,89.880971,90.04429,203.80594,0.072725,0.086817,60.686092,0.887097,67.386691,-472.695951,-112.89761,-472.695951,-1524.913316,67.820793,-112.89761,67.820793,1042.512415,259.735913,-150.738702,-127.175955,-150.738702,193.961174,66.670955,-127.175955,66.670955,729.230142,792.06563,1.0,5.533137,1.233311,2.575008
28564.0,-0.3822,0.53018,0.756857,-0.914539,-0.334406,-0.227574,0.132442,-0.779154,0.612681,122.70311,-421.273963,-119.962496,3.59782,3.596378,3.595,90.025334,89.994106,89.934157,128.913523,0.068674,0.066906,86.425863,0.984293,87.877816,52.235082,65.368667,52.235082,1344.3131,365.015269,65.368667,365.015269,653.372539,482.272807,-82.90235,-116.462487,-82.90235,323.86891,-38.967682,-116.462487,-38.967682,594.525305,709.249656,1.0,1.278713,0.911348,2.97322
30906.0,-0.173098,-0.913309,0.368651,-0.117768,0.390809,0.912907,-0.977838,0.114607,-0.175207,-128.620529,432.3034,-4.388816,3.596547,3.594289,3.594053,90.020352,89.997233,90.026763,71.719403,0.064297,0.056953,127.781066,1.0,160.752679,99.029925,-137.448904,99.029925,-48.166345,147.794124,-137.448904,147.794124,774.55631,236.343922,35.132855,47.538464,35.132855,431.43283,67.326589,47.538464,67.326589,668.323224,439.882631,1.0,2.757796,1.746912,4.829061
23413.0,0.498611,0.50311,-0.705881,-0.133848,0.849248,0.510747,0.85643,-0.160184,0.490785,386.650194,145.390622,103.826474,3.595593,3.592888,3.595542,89.979969,89.942193,90.003555,109.071502,0.061061,0.060149,77.303387,0.973118,-221.772349,-211.159569,-64.315267,-211.159569,14.177987,321.668458,-64.315267,321.668458,853.213369,-77.973043,-97.901407,132.121334,-97.901407,313.509027,134.075269,132.121334,134.075269,790.169184,512.895416,1.0,4.086025,1.057806,1.755697
28526.0,0.455339,-0.854652,-0.249472,0.870513,0.368601,0.326098,-0.186744,-0.365654,0.911825,-214.660281,-278.603427,-35.864337,3.597499,3.59599,3.595503,90.020007,90.027485,90.051782,97.432391,0.067017,0.061486,81.871081,0.994475,992.111157,519.202996,7.551772,519.202996,416.262794,-147.114444,7.551772,-147.114444,620.006106,407.674572,155.867988,125.535881,155.867988,440.149914,-14.148124,125.535881,-14.148124,707.480961,423.217313,1.0,3.794639,0.42309,3.613774
