O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
-0.276701,0.757773,0.590946,-0.896815,-0.424536,0.124465,0.345193,-0.49553,0.797052,-350.898445,437.231526,548.68933,65.283087,1.778382,0.648399,2.533142,-473.079899,128.107575,-4.468437,128.107575,-402.800795,213.965718,-4.468437,213.965718,1129.543731
-0.315485,0.938251,0.141967,-0.561493,-0.305181,0.769149,0.764981,0.162941,0.623101,410.457279,-230.799871,267.418808,121.925475,2.95907,0.898095,1.360932,-106.170022,55.676573,-1.780899,55.676573,49.532582,126.392042,-1.780899,126.392042,1109.555765
0.417303,-0.864891,-0.278967,0.902799,0.42967,0.018365,0.103981,-0.259515,0.960125,454.218212,-256.688744,553.963574,72.501914,4.646653,0.283347,2.760507,-495.54984,-66.44257,-128.29343,-66.44257,-540.575768,30.484392,-128.29343,30.484392,1573.871582
0.326877,-0.560679,-0.760783,0.892766,-0.08089,0.443199,-0.310031,-0.824073,0.474114,-331.52973,432.798567,257.47433,90.996351,4.184895,1.076839,3.501431,-352.477468,135.188771,93.464047,135.188771,-194.594922,-7.521672,93.464047,-7.521672,1006.570091
0.630534,0.104147,0.769143,-0.390497,0.898972,0.198398,-0.670775,-0.425445,0.607501,544.128831,-367.050301,302.690976,75.215343,1.823241,0.917886,4.147159,211.374161,55.199952,-70.290981,55.199952,-490.17189,-29.803325,-70.290981,-29.803325,953.550269
-0.238213,0.435775,-0.86796,-0.412628,0.763608,0.496629,0.8792,0.476448,-0.002088,525.742432,439.648954,369.130032,80.217843,4.192677,1.572884,1.074185,-452.266417,337.546594,-91.860429,337.546594,-210.439105,-71.66068,-91.860429,-71.66068,1131.370383
0.639032,0.729354,0.244296,-0.395015,0.038662,0.917861,0.66,-0.683043,0.312812,519.94968,-376.581611,223.468567,70.413691,2.881465,1.252644,2.37335,-465.258023,-167.425817,-87.462045,-167.425817,-323.725212,-57.438812,-87.462045,-57.438812,990.861165
0.825808,0.296091,0.47997,-0.485924,-0.058354,0.872051,0.286215,-0.953376,0.095689,19.483222,358.012649,589.636137,63.115674,2.638449,1.474961,2.849942,-976.418,127.385887,-263.147708,127.385887,-390.604432,121.080515,-263.147708,121.080515,1187.320211
0.801562,-0.468071,0.372032,-0.365638,0.108585,0.924402,-0.473082,-0.876994,-0.084107,149.432919,448.220174,320.899342,75.79469,2.75897,1.655003,3.636289,-193.506421,-247.788662,144.014022,-247.788662,-429.857785,-178.285616,144.014022,-178.285616,1343.241567
0.827921,0.344552,-0.442528,-0.336456,0.936415,0.09962,0.448714,0.066414,0.891204,-278.81169,244.960796,387.633206,100.926849,4.490965,0.470804,1.423853,-50.521246,53.853851,-204.192292,53.853851,-27.902834,90.729854,-204.192292,90.729854,1194.338155
0.306283,-0.73927,0.599725,-0.250368,0.545264,0.800002,-0.918426,-0.395179,-0.018085,-271.504085,483.663815,320.926582,103.953188,2.498312,1.588882,4.306056,-49.012015,24.538641,-144.660349,24.538641,-92.265734,93.152473,-144.660349,93.152473,1010.80605
0.571661,-0.332954,-0.749897,0.81279,0.354726,0.462107,0.112147,-0.873677,0.473405,156.401349,26.222904,324.543792,86.745698,4.160123,1.077644,3.013928,-269.657533,96.516763,55.803578,96.516763,-249.611503,-94.311469,55.803578,-94.311469,1239.347561
-0.595601,-0.259912,0.760069,-0.641612,0.723238,-0.25546,-0.483314,-0.639822,-0.597524,-298.74593,-81.293322,389.790196,87.151009,1.246557,2.211207,3.788534,-280.67055,247.851743,-32.574945,247.851743,26.060411,158.318065,-32.574945,158.318065,1179.255126
0.891853,0.444888,0.081684,-0.327497,0.51055,0.795038,0.311999,-0.735808,0.601035,-295.308797,-193.188308,557.661548,77.412588,3.03921,0.926001,2.74055,-257.154848,49.05734,-94.278301,49.05734,-173.923546,-34.939672,-94.278301,-34.939672,892.059729
0.523005,-0.312776,-0.792866,0.851722,0.156663,0.500026,-0.032184,-0.936818,0.348334,120.646916,451.408047,409.260586,100.12222,4.149732,1.215003,3.175933,-403.250432,7.614622,104.319953,7.614622,-284.136863,39.035645,104.319953,39.035645,1083.001913
0.166269,-0.846083,0.506456,0.291303,0.532827,0.794505,-0.942071,0.015431,0.335059,-141.796166,233.236952,561.158927,117.826704,2.574091,1.229128,4.728767,-295.103158,24.584663,-53.436636,24.584663,-79.272217,-267.725152,-53.436636,-267.725152,1236.067275
0.699224,0.714899,-0.002509,-0.459188,0.451804,0.764866,0.547935,-0.533661,0.644184,380.172818,-227.439332,578.3955129999999,74.902653,3.144873,0.87084,2.342997,-216.866411,65.887113,128.93903,65.887113,-211.533442,-64.606977,128.93903,-64.606977,1025.306371
-0.180868,0.919047,0.350199,-0.76717,-0.354644,0.534488,0.615416,-0.171991,0.769209,458.52639,475.059312,455.657244,84.828045,2.561567,0.693194,1.843314,-74.485302,-125.803387,227.780581,-125.803387,-176.40906,79.335943,227.780581,79.335943,1011.473606
0.728106,0.683543,0.051297,-0.265635,0.21238,0.94039,0.631902,-0.698329,0.336208,-135.555195,311.389316,301.259395,109.080849,3.087098,1.227909,2.40609,-159.747611,36.134333,-58.459699,36.134333,-116.528068,-65.420039,-58.459699,-65.420039,1020.272584
0.143925,-0.927536,0.34491,0.527115,0.366834,0.766539,-0.837517,0.071483,0.541715,180.368075,356.516187,394.585512,85.786779,2.718775,0.998321,4.797534,-25.489023,228.603029,2.88036,228.603029,-94.286149,-23.832485,2.88036,-23.832485,1026.745364
-0.379844,-0.773306,0.507658,0.48792,0.298758,0.820169,-0.785909,0.559233,0.26383,-45.298515,487.876803,322.524747,101.774741,2.587343,1.303806,5.330841,-351.234221,-17.92544,108.272129,-17.92544,-287.01194,-114.977058,108.272129,-114.977058,1049.557723
0.512132,0.210475,-0.832719,0.74175,0.38043,0.552341,0.433045,-0.900541,0.038711,-106.619618,294.816578,458.18382,77.434099,4.126722,1.532076,2.693364,-521.334097,227.764741,-127.911519,227.764741,-247.328745,-183.277092,-127.911519,-183.277092,1158.720957
-0.762552,0.318969,-0.562827,0.519462,0.820437,-0.238834,0.385583,-0.474491,-0.791318,346.693291,-131.651386,507.275193,88.910681,5.113707,2.483758,2.4592,-495.247971,99.019368,171.988185,99.019368,-160.863834,94.076577,171.988185,94.076577,1050.527185
0.283573,-0.826333,-0.48658,0.940614,0.338436,-0.026569,0.186631,-0.45015,0.873232,565.356769,392.819773,486.691081,87.159146,4.766939,0.509001,2.748566,-75.019033,-180.52939,-64.004091,-180.52939,-395.437207,25.051087,-64.004091,25.051087,1024.712014
-0.035546,-0.729285,-0.683286,0.892272,0.284774,-0.350363,0.450097,-0.62213,0.640598,173.956618,239.509648,391.566376,105.331178,5.186194,0.875519,2.515283,-192.152754,62.540349,-64.430306,62.540349,-231.436872,164.08276,-64.430306,164.08276,1067.1038
-0.268557,-0.848104,-0.456724,0.919976,-0.366365,0.139361,-0.285521,-0.382749,0.878625,-170.986816,-424.081148,276.361682,106.673229,4.416231,0.497822,3.782512,-677.266023,-36.997689,-336.808971,-36.997689,-89.382426,-70.717758,-336.808971,-70.717758,1250.781683
0.176929,0.368416,-0.91267,0.117135,0.912826,0.391187,0.977229,-0.176118,0.118351,-55.958444,448.011661,395.162866,137.686929,4.307458,1.452167,1.749104,-454.280539,-52.721226,293.067662,-52.721226,-416.214846,164.809629,293.067662,164.809629,1782.33583
-0.202363,0.746476,0.633895,-0.76841,-0.522315,0.369775,0.607121,-0.412262,0.679297,-234.239912,-32.352163,504.765478,77.092879,2.098874,0.823992,2.16732,-173.391474,103.933199,90.738691,103.933199,-359.478368,-69.458787,90.738691,-69.458787,945.505229
-0.798036,-0.346496,-0.493031,0.55,-0.084471,-0.830882,0.24625,-0.93424,0.257983,604.736948,-264.571457,229.568806,74.486969,5.747645,1.309862,2.883871,-717.251405,19.514475,287.903101,19.514475,-520.465196,112.17957,287.903101,112.17957,1242.152954
0.631681,0.034881,-0.774444,0.344178,0.882516,0.32048,0.694637,-0.468987,0.545463,-19.750504,-225.846007,194.907169,84.84923,4.320026,0.993855,2.164652,-314.949672,61.397976,200.811095,61.397976,-165.085504,12.318583,200.811095,12.318583,777.999228
0.007583,0.415331,-0.909639,0.331952,0.857035,0.39408,0.943266,-0.304945,-0.131371,-264.239964,486.579563,506.629203,79.670864,4.303571,1.702548,1.883477,-709.711547,2.082006,-249.310886,2.082006,-515.182302,240.688365,-249.310886,240.688365,1347.069448
0.007949,-0.886621,0.462429,0.563018,0.386146,0.730686,-0.826406,0.254548,0.502253,-218.018523,-230.43817,465.637855,95.866034,2.577354,1.044594,5.011185,-398.88527,-12.943132,-3.053211,-12.943132,-61.486322,-35.054488,-3.053211,-35.054488,1049.793124
-0.236852,0.303658,0.922872,-0.971485,-0.063357,-0.228481,-0.01091,-0.950672,0.310005,184.373901,-382.83601,428.345401,103.587363,1.3281,1.255598,3.153068,-219.201567,-82.744258,107.123926,-82.744258,-317.43553,145.637658,107.123926,145.637658,1171.580191
0.55157,-0.832746,-0.047995,0.607858,0.36188,0.706789,-0.571208,-0.419018,0.705794,-322.45502,155.511843,503.338265,91.918815,3.209394,0.787252,4.07949,-17.005193,-58.338336,177.158377,-58.338336,-384.657313,96.445175,177.158377,96.445175,950.018456
-0.169874,0.168684,-0.970921,0.207133,0.969344,0.13217,0.963452,-0.178658,-0.199606,-243.062379,269.881553,552.667464,78.015765,4.577092,1.771752,1.754149,-133.60256,-57.711023,-6.722643,-57.711023,-183.380744,55.925911,-6.722643,55.925911,1301.375622
0.579762,-0.10266,-0.808293,0.81318,0.010648,0.581915,-0.051133,-0.99466,0.089654,28.689764,268.850781,494.315175,87.447184,4.088411,1.481022,3.192955,-453.874724,141.218597,12.766968,141.218597,-422.013657,-3.476016,12.766968,-3.476016,1224.850682
