O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
-0.276608,0.757976,0.590729,-0.896972,-0.42424,0.124346,0.344862,-0.495472,0.797231,-347.580344,467.377478,569.7111649999999,65.937454,1.778263,0.648101,2.533538,-564.679678,198.832016,141.819155,198.832016,-204.996813,61.548514,141.819155,61.548514,820.457193
-0.717978,0.673787,-0.174695,-0.54961,-0.394762,0.736269,0.427126,0.624639,0.65375,-235.539257,219.911173,268.982419,101.515836,3.374555,0.858266,0.599768,-76.160739,33.721837,13.674762,33.721837,-7.170784,81.488717,13.674762,81.488717,957.755454
-0.383525,0.527178,0.758282,-0.913735,-0.335876,-0.228641,0.134154,-0.780558,0.610517,209.292735,-415.470985,278.532788,91.098667,1.277941,0.914083,2.971386,-375.329373,-223.681036,79.828682,-223.681036,-246.834496,-19.829498,79.828682,-19.829498,1067.61649
0.417015,-0.864705,-0.279971,0.902839,0.429606,0.017912,0.104788,-0.260238,0.959841,436.614844,-245.157017,542.990218,72.28184,4.648497,0.28436,2.758793,-671.861764,-84.089875,-130.915226,-84.089875,-424.049564,-28.229212,-130.915226,-28.229212,1427.980016
0.531463,0.830732,-0.165625,-0.338586,0.387556,0.857415,0.77647,-0.399606,0.487246,126.918191,133.898163,431.514779,63.784137,3.33241,1.061863,2.046091,101.254347,76.621214,521.795212,76.621214,-555.6152,-190.895012,521.795212,-190.895012,959.801908
0.191243,-0.743099,0.641272,0.020682,0.656237,0.754272,-0.981325,-0.130987,0.140869,410.806797,237.322424,223.191549,63.108795,2.43699,1.429457,4.579694,-766.087733,-229.936607,-25.008212,-229.936607,-768.606892,-4.920576,-25.008212,-4.920576,1485.64858
0.321268,0.016188,0.94685,-0.249946,0.965848,0.068294,-0.913408,-0.258602,0.314342,409.590481,-375.981004,398.902929,87.640784,1.6428,1.251033,4.436491,-304.172,-59.489573,21.606534,-59.489573,-339.913683,199.233143,21.606534,199.233143,904.812321
0.327024,-0.560338,-0.760971,0.892927,-0.080434,0.442959,-0.309415,-0.824349,0.474037,-328.635833,433.402333,256.159543,91.627795,4.185238,1.076926,3.500665,-326.161268,180.523549,88.337637,180.523549,-22.840057,-45.210561,88.337637,-45.210561,937.730842
0.639953,0.728711,0.243804,-0.394498,0.039295,0.918056,0.659417,-0.683693,0.312622,469.335862,-367.568612,221.576864,70.284199,2.882019,1.252845,2.374267,-410.681203,-75.5642,34.650449,-75.5642,-227.128974,-33.046208,34.650449,-33.046208,1014.696789
0.026648,0.720277,0.693175,-0.938237,-0.22127,0.26599,0.344965,-0.657451,0.669894,-269.992447,354.258819,466.53387,115.413199,1.937196,0.83673,2.65838,106.217764,125.483109,57.649751,125.483109,-230.473919,9.947146,57.649751,9.947146,853.409147
