O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
-0.284032,0.580736,-0.762937,0.731863,0.645375,0.218787,0.619438,-0.496223,-0.608326,483.231408,-184.379534,486.847849,96.620234,4.433114,2.224746,2.246199,-1.760125,-27.102896,29.340798,-27.102896,110.199201,1.580804,29.340798,1.580804,1186.805934
0.819656,0.285453,-0.496669,-0.26797,0.957356,0.107992,0.506316,0.044576,0.861195,-78.922694,137.433461,249.27387,119.680553,4.498289,0.53318,1.482983,-161.474657,43.439305,-205.87965,43.439305,-27.901886,27.995233,-205.87965,27.995233,1153.125827
-0.315471,0.938211,0.142262,-0.561025,-0.305314,0.769438,0.765329,0.162923,0.622677,418.790925,-235.454566,267.130095,122.726166,2.958767,0.898637,1.361048,-61.48423,9.933072,-29.806904,9.933072,21.548868,126.990702,-29.806904,126.990702,1163.227013
0.320434,0.015592,0.947143,-0.250807,0.965578,0.068956,-0.913465,-0.259646,0.313314,392.448251,-372.755719,405.734595,88.926389,1.643473,1.252115,4.43545,-280.366106,-98.697976,-120.502446,-98.697976,-366.940325,208.741463,-120.502446,208.741463,1108.76138
0.63929,0.729116,0.244332,-0.39513,0.038888,0.917802,0.659682,-0.683284,0.312957,491.874683,-365.459156,229.462981,69.219095,2.881412,1.252492,2.373767,277.15965,-251.57651,-226.953469,-251.57651,-351.60311,92.572242,-226.953469,92.572242,912.065016
0.468904,0.372382,-0.800912,-0.109802,0.924322,0.365476,0.876397,-0.083431,0.474307,115.444797,432.541909,319.102927,75.86064,4.284288,1.07662,1.665708,-344.988276,-143.910811,-47.360246,-143.910811,-309.611838,-52.113681,-47.360246,-52.113681,1203.314125
0.828303,0.344936,-0.441512,-0.336587,0.936322,0.100055,0.44791,0.065731,0.891659,-292.827846,253.021365,391.168067,100.219914,4.489535,0.469799,1.425085,243.600115,-99.230919,-104.344881,-99.230919,-89.446553,90.808767,-104.344881,90.808767,1339.719917
-0.307143,0.600734,-0.738093,0.251329,0.79925,0.545924,0.917876,-0.017828,-0.396466,-270.20872,500.033775,312.225773,98.341196,4.075551,1.978461,1.590216,-116.022184,-42.174866,-91.73712,-42.174866,-227.7115,117.607719,-91.73712,117.607719,1322.317949
0.223243,-0.572147,-0.789183,0.927268,0.374289,-0.00905,0.300561,-0.729764,0.614091,238.102511,-4.041518,465.762216,83.842477,4.723856,0.909562,2.750904,-191.084456,85.469638,154.285716,85.469638,-379.767449,19.553821,154.285716,19.553821,1085.230627
-0.678271,-0.351807,-0.645121,0.430104,0.521756,-0.736737,0.595785,-0.777176,-0.202578,-42.810074,230.632389,491.545868,101.934591,5.563989,1.774786,2.48755,142.246119,75.455623,172.174155,75.455623,-105.967457,-175.671564,172.174155,-175.671564,1196.423797
0.749505,-0.332482,0.57245,-0.463046,0.354692,0.81227,-0.473108,-0.87387,0.111889,146.750723,27.754782,325.22187,86.489289,2.527684,1.458672,3.637805,-298.330137,-79.092906,191.327731,-79.092906,-359.922422,-159.49172,191.327731,-159.49172,1156.861481
