O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
0.28456,-0.817554,-0.500631,0.957497,0.268077,0.10646,0.047171,-0.509647,0.859089,-154.251022,126.465464,241.314708,114.930499,4.502858,0.537308,3.0493,125.752193,36.751777,-49.105963,36.751777,-6.335382,-109.746822,-49.105963,-109.746822,592.879993
-0.287462,0.583468,-0.75956,0.730655,0.64634,0.219974,0.619282,-0.491742,-0.612111,414.522068,-194.075138,494.025314,94.636328,4.430494,2.229524,2.2419,348.820541,-42.419123,50.833257,-42.419123,-127.969535,47.702208,50.833257,47.702208,985.999783
0.831869,-0.529035,-0.167681,0.387754,0.337894,0.857598,-0.39704,-0.778428,0.486219,69.509805,145.865911,412.720036,60.460238,3.334681,1.063039,3.613251,-407.35572,33.779685,243.680153,33.779685,-356.080338,-30.56278,243.680153,-30.56278,502.222625
0.240047,-0.868349,0.43399,0.413785,0.49594,0.76343,-0.878157,-0.00368,0.478358,477.409518,451.528632,371.670283,81.67946,2.624677,1.072012,4.708198,-376.050145,-31.437072,87.797046,-31.437072,-66.921804,-88.601957,87.797046,-88.601957,622.959753
-0.170055,0.360322,0.917196,-0.877956,0.36729,-0.30707,-0.447521,-0.857477,0.253887,-30.403007,-265.885181,394.306044,128.711575,1.247733,1.3141,3.62261,152.755963,-29.349484,24.584379,-29.349484,88.056438,-74.414242,24.584379,-74.414242,725.189661
0.826473,0.344318,-0.445407,-0.336563,0.936403,0.09937,0.451296,0.067781,0.889797,-352.09883,237.700334,391.002908,98.971332,4.492884,0.473897,1.421719,295.228676,-62.713239,50.796177,-62.713239,210.60858,14.689862,50.796177,14.689862,601.924726
0.123351,0.290414,0.948917,-0.989917,-0.031088,0.138195,0.069634,-0.956396,0.283652,-201.715006,150.023222,476.972163,68.788247,1.715414,1.283196,3.068913,-106.851184,-31.21188,173.911947,-31.21188,-259.284912,-12.135521,173.911947,-12.135521,568.457563
-0.34998,-0.680132,0.644154,0.521399,0.429846,0.73714,-0.778239,0.593846,0.204183,-123.43915,224.619283,497.005642,100.120018,2.423411,1.365168,5.364198,228.612114,55.475736,4.737815,55.475736,46.532499,-30.398941,4.737815,-30.398941,575.992397
0.498896,0.503188,-0.705624,-0.134311,0.849239,0.51064,0.856191,-0.159983,0.491266,429.60531,154.222283,499.584316,81.171534,4.085952,1.057253,1.75552,-69.382391,18.189018,44.124408,18.189018,-84.999222,73.083128,44.124408,73.083128,756.162362
0.724965,-0.039198,0.68767,-0.456142,0.720754,0.521965,-0.516101,-0.692081,0.504641,119.42604,239.34388,417.705962,107.215155,2.220055,1.04183,3.782351,46.682941,89.27465,-176.76185,89.27465,129.258171,64.501654,-176.76185,64.501654,373.813923
