O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,GrainRadius,Eul0,Eul1,Eul2,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33
-0.471849,0.090168,0.877057,-0.878004,0.042676,-0.476746,-0.080416,-0.995012,0.059031,59.965902,298.988154,271.069887,105.817534,1.072899,1.511731,3.222237,-65.549364,16.78339,-26.120027,16.78339,247.274812,138.198416,-26.120027,138.198416,174.716416
0.775435,-0.147015,-0.614075,0.447273,0.814349,0.369841,0.445699,-0.561446,0.69723,163.438838,-72.427247,569.002123,71.517449,4.1703,0.79927,2.470619,305.415651,-43.605357,165.062074,-43.605357,-393.706899,90.010576,165.062074,90.010576,253.317544
-0.633766,0.10481,-0.766391,0.389652,0.899149,-0.199256,0.668216,-0.424908,-0.610689,464.536329,-404.495404,304.059214,72.511051,4.96675,2.227727,2.137184,-735.750123,244.953192,130.992407,244.953192,53.929499,126.913067,130.992407,126.913067,481.90323
0.432248,0.24093,-0.868973,0.764133,0.413815,0.494832,0.478814,-0.877901,-0.005231,453.788816,448.081578,375.868239,81.695572,4.19474,1.576028,2.642282,-139.077436,-22.661766,93.763021,-22.661766,39.42028,15.4934,93.763021,15.4934,615.659049
-0.637139,-0.732268,0.240494,0.3935,-0.040749,0.918421,-0.662731,0.679796,0.31411,411.709058,-403.724523,214.607054,73.301682,2.885487,1.251277,5.510498,272.402974,121.401239,146.552187,121.401239,-455.776586,-101.471499,146.552187,-101.471499,662.213955
-0.026796,-0.690555,-0.722784,0.937994,-0.267352,0.220657,-0.345613,-0.672054,0.6549,-352.227362,340.596379,469.917016,112.561865,4.416089,0.856745,3.616586,79.046858,21.706242,-2.091242,21.706242,72.86717,28.572298,-2.091242,28.572298,298.578569
0.707762,-0.387203,0.590886,-0.518798,0.282834,0.806755,-0.479501,-0.877541,-0.000701,-283.145776,257.565838,200.029342,69.124518,2.509436,1.571497,3.641679,-154.746686,74.722404,229.013829,74.722404,-61.161885,-25.979932,229.013829,-25.979932,299.04034
-0.344572,0.445155,0.826503,-0.936269,-0.098864,-0.337085,-0.068344,-0.889979,0.450851,-364.320904,226.26599,388.998004,97.933498,1.183545,1.103078,3.218235,153.883917,35.978436,-2.505455,35.978436,364.332417,3.503136,-2.505455,3.503136,477.440762
0.477788,-0.825536,-0.300349,0.872962,0.484422,0.057208,0.098269,-0.289526,0.952112,-57.988225,328.870854,574.698128,59.880515,4.524172,0.310725,2.814382,-10.44492,76.688105,65.098513,76.688105,-183.365401,36.48798,65.098513,36.48798,375.712684
0.464907,0.371532,-0.803633,-0.110261,0.924921,0.363818,0.878467,-0.080532,0.470967,44.930731,454.093835,308.779772,78.118431,4.287278,1.080409,1.662214,135.8832,-75.831537,24.449444,-75.831537,336.08879,151.591769,24.449444,151.591769,261.725323
0.80041,-0.397233,0.448944,-0.266618,0.434864,0.860121,-0.536898,-0.808146,0.24216,214.981698,413.172434,355.296364,64.830002,2.660536,1.326205,3.727995,32.965015,-239.949537,116.693399,-239.949537,-173.741274,117.948688,116.693399,117.948688,408.96845
-0.123127,-0.948501,-0.291867,0.989974,-0.137908,0.030539,-0.069217,-0.285181,0.955971,-232.094215,128.224316,482.821488,69.994968,4.608135,0.297845,3.379702,-294.09941,-76.468581,7.375292,-76.468581,-154.217938,80.738486,7.375292,80.738486,515.026185
-0.643492,0.680786,0.349925,-0.737645,-0.429427,-0.52103,-0.204443,-0.593399,0.778512,-155.15266,218.488745,508.71905,100.007936,0.591411,0.678505,3.473385,265.19313,61.615145,3.808846,61.615145,253.793211,-46.896972,3.808846,-46.896972,445.351014
-0.22105,0.792457,0.568462,-0.927047,0.010271,-0.374805,-0.302856,-0.609842,0.732374,168.676878,-27.152696,454.150853,80.479448,0.987889,0.748994,3.602527,320.429892,-46.030667,145.11185,-46.030667,-92.421403,-26.005246,145.11185,-26.005246,81.717662
0.687305,-0.039806,-0.725278,0.522121,0.721237,0.4552,0.504977,-0.691544,0.516493,90.462753,231.349185,420.315983,106.82997,4.151907,1.028046,2.510873,198.347944,12.998881,-22.827505,12.998881,145.03332,4.081104,-22.827505,4.081104,296.615991
-0.516395,-0.814063,-0.265778,0.358939,-0.487541,0.795906,-0.777495,0.315604,0.543963,-90.144601,-349.589301,294.603241,116.57498,3.463881,0.995644,5.097992,66.596282,-50.123281,-29.961405,-50.123281,-134.767456,-41.250793,-29.961405,-41.250793,341.76296
-0.288713,0.247503,0.924871,-0.37885,0.857629,-0.347772,-0.879271,-0.450794,-0.153842,-185.110316,297.186406,329.247484,95.693546,1.21113,1.725252,4.238641,88.642132,68.3793,39.947262,68.3793,324.255879,-120.58706,39.947262,-120.58706,530.581828
0.607409,0.473124,-0.638129,-0.192954,0.867108,0.45923,0.770599,-0.155811,0.61798,-195.888121,-127.04762,227.330544,75.874749,4.088596,0.904625,1.770301,-494.865533,48.165519,168.615362,48.165519,133.195615,-115.999153,168.615362,-115.999153,366.013474
0.169047,-0.847011,0.503979,0.292701,0.531413,0.794938,-0.941142,0.013133,0.337755,-223.574901,214.819187,555.914593,113.347229,2.576558,1.226265,4.726343,107.005405,84.725586,47.790779,84.725586,195.277483,-137.98751,47.790779,-137.98751,472.450453
-0.34578,0.183162,0.920265,-0.535288,0.767008,-0.353788,-0.770651,-0.614939,-0.167172,367.994509,454.05904,453.763357,87.420454,1.203774,1.738757,4.038901,82.384525,46.982698,97.574536,46.982698,93.980308,-88.050295,97.574536,-88.050295,627.517658
