%GrainID,O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,a,b,c,alpha,beta,gamma,DiffPos,DiffOme,DiffAngle,GrainRadius,Confidence,eFab11,eFab12,eFab13,eFab21,eFab22,eFab23,eFab31,eFab32,eFab33,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33,RMSErrorStrain,PhaseNr,Eul0,Eul1,Eul2,layer,num_spots,eqv_strain,strain/error,Confidence/R
43884.0,0.745956,-0.441754,0.4984,-0.404446,0.29408,0.865991,-0.529124,-0.847567,0.040705,93.189848,-384.171632,497.795721,3.5929,3.595572,3.589051,90.125755,89.912334,89.895239,207.230853,0.078241,0.083317,76.097201,0.852113,-186.258719,405.741967,197.06407,405.741967,-2563.675057,377.879656,197.06407,377.879656,881.702735,-476.604652,-99.990784,272.015639,-99.990784,-417.180629,-124.983311,272.015639,-124.983311,1010.565406,606.540781,1.0,2.619363,1.53008,3.699678,0.0,121.0,1483.7590733573466,2.4462643235811483,0.011197691752157875
44296.0,-0.284032,0.580736,-0.762937,0.731863,0.645375,0.218787,0.619438,-0.496223,-0.608326,483.231408,-184.379534,486.847849,3.595956,3.596943,3.595825,90.013315,90.057736,90.058556,94.627157,0.059257,0.057004,96.620234,1.0,462.868645,340.87204,-203.672486,340.87204,-226.912835,112.035111,-203.672486,112.035111,1015.95872,-1.760125,-27.102896,29.340798,-27.102896,110.199201,1.580804,29.340798,1.580804,1186.805934,480.800953,1.0,4.433114,2.224746,2.246199,0.0,134.0,1137.2561600924228,2.3653367427755967,0.01034979898723905
43694.0,0.819656,0.285453,-0.496669,-0.26797,0.957356,0.107992,0.506316,0.044576,0.861195,-78.922694,137.433461,249.27387,3.591509,3.594863,3.598254,89.998844,89.970807,89.976351,82.495663,0.048415,0.046927,119.680553,1.0,-473.613799,352.332525,-635.447369,352.332525,-140.116898,275.35855,-635.447369,275.35855,726.617778,-161.474657,43.439305,-205.87965,43.439305,-27.901886,27.995233,-205.87965,27.995233,1153.125827,178.036293,1.0,4.498289,0.53318,1.482983,0.0,142.0,1266.5757540353159,7.114143597874821,0.008355576365025652
43864.0,0.876326,0.085438,0.474081,-0.478544,0.041623,0.877076,0.055203,-0.995474,0.077361,151.475079,316.889341,270.27943600000003,3.592487,3.600809,3.594438,89.989472,89.924802,89.975673,81.413146,0.065985,0.062467,111.016486,1.0,95.588153,597.317676,-342.209313,597.317676,-757.684545,-30.157833,-342.209313,-30.157833,1638.752433,-447.261953,75.109419,-46.794861,75.109419,-284.662741,20.700966,-46.794861,20.700966,1478.571476,261.786515,1.0,2.646054,1.493358,3.086195,0.0,142.0,1851.5746507694894,7.072841971136249,0.009007671166965239
44627.0,0.174172,0.716682,0.6753,-0.736854,0.549784,-0.393426,-0.653231,-0.429073,0.623847,-224.35891,218.863808,272.353591,3.596807,3.596015,3.5965,89.985752,90.01441,89.9384,82.888384,0.078586,0.069245,103.165249,1.0,647.95728,-214.269303,-198.766532,-214.269303,-67.701258,138.706499,-198.766532,138.706499,838.458283,121.161602,-12.697076,-122.196524,-12.697076,-157.206415,5.602721,-122.196524,5.602721,1095.073322,348.780135,1.0,1.043273,0.897141,4.131215,0.0,142.0,1143.8715456709974,3.279635021848356,0.009693186510895737
43990.0,0.526585,-0.758712,0.383491,-0.335752,0.228819,0.913736,-0.781012,-0.609917,-0.134246,210.566248,-406.093657,272.123066,3.595576,3.594318,3.593352,90.03488,90.011319,89.840826,155.092118,0.067676,0.068397,91.634929,0.986111,-1034.047947,515.537364,325.250502,515.537364,-582.796145,404.936699,325.250502,404.936699,1341.74512,-178.290184,-266.757173,5.574683,-266.757173,-325.844427,57.302949,5.574683,57.302949,1134.413173,523.223808,1.0,2.744223,1.705449,4.049383,0.0,142.0,1412.272239702128,2.6991742694211043,0.01076130042071621
43680.0,-0.784624,-0.598647,-0.161202,0.449828,-0.728644,0.516462,-0.426637,0.332715,0.841,413.337544,487.949584,357.97781,3.591986,3.590451,3.598243,89.922364,90.083887,90.063667,198.956696,0.083068,0.085119,72.877542,0.880282,-1450.313742,-278.848743,-92.783884,-278.848743,-1015.253171,190.935,-92.783884,190.935,1478.278082,-612.235486,128.652813,108.431131,128.652813,-256.592158,289.820557,108.431131,289.820557,1185.476448,1017.143291,1.0,3.444139,0.571667,5.374725,0.0,125.0,1674.2564702565035,1.6460379624688528,0.012078920005287774
45380.0,-0.315471,0.938211,0.142262,-0.561025,-0.305314,0.769438,0.765329,0.162923,0.622677,418.790925,-235.454566,267.130095,3.596519,3.596154,3.598707,90.071418,89.921634,89.978526,92.169396,0.051345,0.045197,122.726166,1.0,77.589602,-628.905287,-274.515954,-628.905287,612.142928,440.258314,-274.515954,440.258314,1300.153981,-61.48423,9.933072,-29.806904,9.933072,21.548868,126.990702,-29.806904,126.990702,1163.227013,191.755966,1.0,2.958767,0.898637,1.361048,0.0,140.0,1190.7795229647963,6.209869490917411,0.008148221627000064
45053.0,0.417341,-0.86517,-0.278043,0.902882,0.429476,0.018844,0.103109,-0.258905,0.960384,440.789409,-276.943543,559.988836,3.592241,3.594894,3.600276,89.97139,89.992294,90.010695,128.833188,0.071201,0.066217,72.08096,0.901408,201.75779,-279.934617,-577.692108,-279.934617,-624.374318,136.259706,-577.692108,136.259706,1310.072844,-503.429124,-137.294498,-248.13463,-137.294498,-389.126249,-50.90602,-248.13463,-50.90602,1546.762625,554.220192,1.0,4.644718,0.28242,2.762594,0.0,128.0,2011.0364345736948,3.628587452428465,0.012505493822501807
44964.0,0.327485,-0.560304,-0.760798,0.89308,-0.079329,0.442849,-0.308483,-0.82448,0.474417,-329.043789,426.158477,268.07755299999997,3.592785,3.601921,3.597183,89.900862,90.068576,89.889939,202.252191,0.098669,0.092161,91.047687,0.978873,1645.915969,-649.059516,718.65144,-649.059516,-960.127622,-781.023244,718.65144,-781.023244,1443.622861,-147.761241,139.848995,221.272027,139.848995,-231.184833,24.928745,221.272027,24.928745,928.244517,579.551352,1.0,4.185246,1.076495,3.499623,0.0,139.0,1142.964357512182,1.9721537247180507,0.010751212164236528
