id,x,y,z,block_id,ori_rodrigues_x,ori_rodrigues_y,ori_rodrigues_z
0,0.287553142883,0.1962755337265,0.02307937989175,2,-0.0819646415724,0.209344038207,-0.269819817873
1,0.31633692844075,0.119730786755,0.02307937989175,2,-0.0819646415724,0.209344038207,-0.269819817873
2,0.5146851890695,0.35033000626,0.28698984699875,2,-0.0819646415724,0.209344038207,-0.269819817873
3,0.4326501951315,0.361502419485,0.2535098059025,2,-0.0819646415724,0.209344038207,-0.269819817873
4,0.39774104084075,0.296075951585,0.20937163671,2,-0.0819646415724,0.209344038207,-0.269819817873
5,0.25438130321025,0.01827237348575,0.03306019668125,2,-0.081964641572401,0.209344038207,-0.269819817873
6,0.42167504869975,0.125997654728,0.05853770739875,2,-0.0819646415724,0.209344038207,-0.269819817873
7,0.37584725738525,0.08145841326925,0.05853770739875,2,-0.0819646415724,0.209344038207,-0.269819817873
8,0.347078892672,0.0324706491095,0.11159790408,2,-0.0819646415724,0.209344038207,-0.269819817873
9,0.50854795299175,0.293218624521,0.34872036190725,2,-0.0819646415724,0.209344038207,-0.269819817873
10,0.416845319339,0.3241431796975,0.1127026654865,2,-0.0819646415724,0.209344038207,-0.269819817873
11,0.2875685637275,0.07074302259525,0.076139576573,2,-0.081964641572401,0.209344038207,-0.269819817873
12,0.427636920219,0.21301344134525,0.02307937989175,2,-0.0819646415724,0.209344038207,-0.269819817873
13,0.35302534334675,0.245018946858,0.02307937989175,2,-0.0819646415724,0.209344038207,-0.269819817873
14,0.345985471476,0.29325211468875,0.06668815443375,2,-0.081964641572401,0.209344038207,-0.269819817873
15,0.35331662921425,0.09141920761425,0.2082668753035,2,-0.0819646415724,0.209344038207,-0.269819817873
16,0.50619153943525,0.2914731352695,0.11164341277575,2,-0.0819646415724,0.209344038207,-0.269819817873
17,0.179418192468,0.04589378203825,0.03306019668125,8,-0.866497830831,-0.0779726888815,0.244895557672
18,0.0601603114245,0.179994447681,0.2283819734505,8,-0.866497830831,-0.0779726888815,0.244895557672
19,0.0231783559805,0.01272218491775,0.26278396844425,8,-0.866497830831,-0.0779726888815,0.244895557672
20,0.00348652545375,0.04779265485725,0.06639776305625,8,-0.866497830831,-0.0779726888815,0.244895557672
21,0.36690580504375,0.34132790934225,0.31179658610775,8,-0.866497830831,-0.0779726888815,0.244895557672
22,0.134941619838,0.27279442675275,0.252062465129,8,-0.866497830831,-0.0779726888815,0.244895557672
23,0.04666488143425,0.04779265485725,0.135531446057,8,-0.866497830831,-0.077972688881499,0.244895557672
24,0.33417259943225,0.459084011544,0.32625896421675,8,-0.866497830831,-0.0779726888815,0.244895557672
25,0.22730927801475,0.29538499139425,0.21036219569725,8,-0.866497830831,-0.0779726888815,0.244895557672
26,0.107200583496,0.39219938020775,0.11971107081225,8,-0.86649783083101,-0.0779726888815,0.244895557672
27,0.01483292531925,0.3452971589145,0.0193727500055,8,-0.866497830831,-0.0779726888815,0.244895557672
28,0.2221938202395,0.28466843652825,0.10606090443925,8,-0.866497830831,-0.0779726888815,0.244895557672
