Fe_11,Fe_12,Fe_13,Fe_21,Fe_22,Fe_23,Fe_31,Fe_32,Fe_33,cauchy_stress_xx,cauchy_stress_xy,cauchy_stress_xz,cauchy_stress_yy,cauchy_stress_yz,cauchy_stress_zz,ee_xx,ee_xy,ee_xz,ee_yy,ee_yz,ee_zz,id,nye_tensor_11,nye_tensor_12,nye_tensor_13,nye_tensor_21,nye_tensor_22,nye_tensor_23,nye_tensor_31,nye_tensor_32,nye_tensor_33,ori_rodrigues_x,ori_rodrigues_y,ori_rodrigues_z,strain_xx,strain_xy,strain_xz,strain_yy,strain_yz,strain_zz,x,y,z
0,0,0,0,0,0,0,0,0,-26.284209697425,16.605926290727,12.415242132312,-13.160423414982,2.0648017382041,642.39074992861,-0.0013192006220204,0.00024698312447205,-0.0003709515871135,-0.0010639265059194,0.00017906985584016,0.0034966170095329,0,0.0002124010981628,0.0002124010981628,-6.9985921506195e-05,-0.0002342061331189,-7.5425949768023e-05,0.00027518491130412,0.00047463046439952,0.00048713016809751,0.00056484020659487,0.05024090882333,-0.4510927559353,-0.56691575266316,-0.0084969235362163,-0.008407646691767,0.0046487525188173,-0.028977958998072,0.0026407866354045,0.039266370597132,-189.999905,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,-65.75109648996,15.993779331146,-1.3157111999376,-24.740084104167,-0.17292846463078,623.04759181829,-0.0014937176642656,0.00024946366407173,-0.00052047448593461,-0.001019624802416,0.00014518792202043,0.0034968402598292,1,9.4070700317579e-05,9.4070700317579e-05,-2.8595850800171e-05,-0.00014868947645157,8.7734181888605e-05,-2.1480927094521e-05,0.00028798852621717,0.00021229319294551,0.00038218519248095,0.051096989436758,-0.45118416680974,-0.56706551098643,-0.009100557474024,-0.0078180059358061,0.0046672985655189,-0.027347062172911,0.002525100831805,0.038109115621333,-169.999915,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,-95.018283912588,-7.1277783265475,-81.05352881725,53.051130586485,-15.91794087244,693.0193204504,-0.0019790021860108,4.5787032854845e-05,-0.0014096202662937,-0.00068573728411689,-8.4228451184515e-05,0.0038670691315411,2,-0.00032338765025391,-0.00032338765025391,-0.00021053049520406,-0.00015814186953511,6.0752654974144e-05,-0.00018936876958703,-5.0914912201035e-05,-0.00041768564800477,0.00017084645559825,0.052933097295589,-0.45144708924504,-0.56795323847009,-0.010969196712183,-0.0071527960343831,0.0043320582075472,-0.026788406964686,0.0013110714392496,0.039637931519532,-149.999925,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,-2.4473614062503,8.1479784027352,62.120507295733,-37.097629526536,1.2293750922798,572.04369582649,-0.00089270314756824,-8.5996671124503e-05,0.00037541358038831,-0.0011391787834312,-0.00030788330587633,0.0030152731550635,3,-0.00015549952544952,-0.00015549952544952,-0.00010428137794038,-0.00013667929382946,0.00013353642274695,0.00048433059661564,-5.0236211501968e-05,-2.4022781271518e-05,9.3332978731757e-05,0.27968517019788,0.5970755431227,0.40517172649075,-0.017589469329675,0.0123519590256,-0.00019017860639096,-0.023564625453426,0.00045555073568815,0.040706551053765,-129.999935,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,-31.427112306684,24.216358761622,11.000990470871,-31.118845017348,1.6679914461324,535.27036373031,-0.0010391085418892,5.0494068371546e-05,-0.00015990787917724,-0.0009823113041515,-0.00025930507792599,0.0028944229695949,4,-4.4208243956357e-05,-4.4208243956357e-05,-9.8909874324717e-06,-0.00016997230007648,8.7935132211103e-05,0.00023158287544887,-5.2969897172187e-05,1.2496913787685e-05,0.00017575587095532,0.27783738612899,0.5972475045554,0.40401891731732,-0.017762201064514,0.012001951789821,-0.00061258743111855,-0.020188450432089,0.00011842374421387,0.037392719666757,-109.999945,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,-64.956042889437,-10.078894727807,-17.467690813837,-25.68168006984,14.89098893488,537.09193744902,-0.0012562049038924,-0.00027528705469083,-0.00051184970053894,-0.00090039711624935,-0.00011620441752815,0.0029810907042284,5,2.8207510784116e-05,2.8207510784116e-05,0.00010120890185836,-0.00041145133241123,-0.00013187889263539,-0.00011988551345386,-0.00010521926365583,-0.00021470021233616,0.00018324990149598,0.27757635487953,0.59791465291813,0.40428411862843,-0.016817351332356,0.011082164022578,-0.00089812428803687,-0.019850376347703,0.00052604224402662,0.036061281410746,-89.999955,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,-9.9976495039749,-49.082076711445,-4.4381172796068,-11.957382824018,-2.8317709662591,589.68067188715,-0.0010550324826649,-0.00065350611068752,-0.00039643948265432,-0.0010571439057987,-0.00033355670403504,0.003160622903897,6,0.00023591900404005,0.00023591900404005,0.00026250333089017,-0.00055249123297836,-0.00055989144302175,-0.00062926150737028,-0.00015785789412138,9.5736977877697e-05,0.00072902112809366,0.28093347147489,0.60005963824021,0.40773158380772,-0.010069122238876,0.0088063571302274,-0.0016558932784292,-0.024690318455222,0.0019634219781271,0.034376952256131,-69.999965,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,218.87120825311,-54.272336431982,24.809189711115,5.7518454094653,-6.5402425379639,627.18780793967,0.0002039863165309,-0.00070863001811493,-2.620855338465e-05,-0.001542657592641,-0.00034011607136751,0.0029117517703233,7,-4.9735280875072e-05,-4.9735280875072e-05,-0.00014599554297943,0.00014660546734451,-2.0133450837742e-05,0.00013470697850362,1.2092886009502e-05,0.00047672131542705,0.0001767903160177,0.28325015168559,0.602552765798,0.41126390500076,-0.0026299654474918,0.0065621644173227,-0.0019036800264224,-0.02822724083318,0.0030857521179973,0.030999351821485,-49.999975,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,430.41753167169,-83.665548809422,-11.905885427627,-46.485722648606,4.0667842176391,586.98354132754,0.0016406085209274,-0.0010163384007182,-0.00037027722588774,-0.0023016097025921,-0.00014603472616582,0.0024540377206633,8,-4.0646149621755e-05,-4.0646149621755e-05,-0.00041895500744482,0.00019758136014018,0.00017417688564298,2.6410200816143e-05,2.2507853804946e-06,0.00011260904307116,-0.00010229238264038,0.28232798211108,0.60304591815588,0.41144834113957,-0.00012877758098889,0.004923985585803,-0.0012026265516759,-0.027829266087346,0.0033519044291189,0.028320145253934,-29.999985,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,586.24338500902,-90.997734686647,-14.606464525275,-42.872915246997,-94.373366206396,629.41237996939,0.0024447934740696,-0.001147577974568,-0.00031220317934787,-0.0027470980590551,-0.0012250181000343,0.0024681396406575,9,0.00018986091525426,0.00018986091525426,-0.00065784724290536,0.00020393467410155,0.0008037505002075,-0.00029799479907644,-0.00020557419370077,-0.00017632034697196,1.505693902572e-05,0.28141039059883,0.60295334495401,0.41228757732876,0.0010755299447283,0.0045686556624674,-0.00023736267866521,-0.029184281174627,0.0019210589102973,0.028843651332171,-9.999995,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,716.02523790446,64.178456727924,-43.418176413501,5.596804406471,106.32305708818,1085.0868319776,0.0019950222476264,0.00068506861555416,-0.00059508667794049,-0.0037533037772924,0.0014484416647442,0.0050948185673825,10,-0.00081545756115205,-0.00081545756115205,-0.0016751024826896,0.00032993412349341,0.00033740498812012,5.7841582467243e-05,-0.00041657994008489,-0.00017612154330495,5.5719141197884e-06,-0.23218381559942,0.829797251077,-0.44344213070906,-0.0020716481982153,-0.010620363770802,0.0031412787754896,-0.032458627321873,-0.0047024088893494,0.037660162215915,9.999995,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,642.6442119214,81.38720063567,-89.975657077591,-18.783067151218,17.35808998228,1038.235089397,0.0016642128625884,0.00084803404949495,-0.0011911191147383,-0.0036043044002306,0.00051739920629758,0.005009565388393,11,-0.00028366991614148,-0.00028366991614148,-0.00054033844215896,0.00032109943928555,-0.00061110799253338,0.0001898884390555,-0.00025716706821442,0.00030042664536038,0.00044401067599053,-0.23912707316649,0.82836212563691,-0.44264032397823,-0.0079518798410534,-0.016466563162991,0.0026466885160884,-0.030150678934633,-0.007370021938726,0.043180983483477,29.999985,-164.54473171915,10.000096666667
0,0,0,0,0,0,0,0,0,613.81021594242,92.771591947162,-103.06867831262,4.8539019972545,2.5939346814614,1049.7161558556,0.0014200428083831,0.00099091350033734,-0.0013508497982539,-0.0034254059556001,0.00034307725749025,0.0050864420391917,12,0.00011892256327956,0.00011892256327956,-0.00017469495987544,-0.00017893422268831,-0.00041565145711041,-0.00026487852316893,-9.4083347228458e-05,0.00011410021829456,0.0001922317129605,-0.24232315410388,0.82768977603879,-0.44179045342837,-0.01112281716672,-0.01834841556856,0.0027039617008172,-0.028880468019711,-0.0077730595472643,0.045283656590256,49.999975,-164.54473171915,10.000096666667
