%GrainID,O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,a,b,c,alpha,beta,gamma,DiffPos,DiffOme,DiffAngle,GrainRadius,Confidence,eFab11,eFab12,eFab13,eFab21,eFab22,eFab23,eFab31,eFab32,eFab33,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33,RMSErrorStrain,PhaseNr,Eul0,Eul1,Eul2,layer,Zraw,eqv_strain,strain/error,Confidence/R
49024.0,-0.2766,0.758552,0.589993,-0.897111,-0.423917,0.124446,0.344506,-0.494867,0.797761,-324.482911,406.353579,564.733984,3.592226,3.586376,3.596531,90.063676,90.010023,90.157356,269.920936,0.085527,0.095681,62.909791,0.847826,-1111.30542,1519.038184,456.562987,1519.038184,-1942.155321,-349.853182,456.562987,-349.853182,521.301311,-652.540477,149.865797,90.608747,149.865797,85.841431,84.310187,90.608747,84.310187,549.026043,870.868562,1.0,1.778677,0.647224,2.533449,0.0,164.733984,1063.056158794825,1.2206849634730814,0.013476852911496718
48972.0,-0.257791,0.365904,0.894236,-0.964974,-0.050876,-0.257366,-0.048676,-0.929261,0.366203,489.921594,110.202044,405.508758,3.591314,3.598612,3.588783,90.050014,89.920826,89.98534,150.879454,0.103787,0.094938,74.228077,0.898551,-1872.78148,-408.448499,-682.946107,-408.448499,-651.272739,-53.883149,-682.946107,-53.883149,989.663992,-668.455675,70.556061,-96.549027,70.556061,-513.933616,-25.567108,-96.549027,-25.567108,1161.107771,600.715843,1.0,1.290565,1.195871,3.193926,0.0,5.508758,1760.5927186426206,2.930824514050016,0.012105271163093716
47267.0,0.817904,0.284952,-0.499835,-0.267876,0.957439,0.107489,0.509191,0.045978,0.859425,-119.213191,131.865992,240.437994,3.592501,3.594058,3.597833,90.025748,89.982447,89.9868,74.761825,0.054658,0.049177,115.225459,0.992958,-224.633605,254.421746,-591.707619,254.421746,-323.010006,-1.995416,-591.707619,-1.995416,595.271059,8.194424,-21.186409,-112.900228,-21.186409,-183.500566,-121.930688,-112.900228,-121.930688,913.849939,133.55794,1.0,4.500565,0.536653,1.480745,0.0,-159.562006,1025.4829688961565,7.678187975167606,0.00861752262579401
47995.0,-0.286457,0.582956,-0.760332,0.730777,0.646159,0.220097,0.619603,-0.492585,-0.611108,455.193063,-193.236016,487.008288,3.597616,3.594568,3.597496,89.887541,89.993129,90.009679,126.960892,0.055864,0.05726,94.041473,1.0,-323.574659,-728.243344,186.151322,-728.243344,662.112515,-240.977369,186.151322,-240.977369,1178.422566,-11.798163,3.60658,-146.901337,3.60658,309.645692,51.041954,-146.901337,51.041954,979.392741,738.906474,1.0,4.430616,2.228256,2.242482,0.0,87.008288,886.1839839117891,1.1993182020919595,0.010633606302615018
47468.0,0.876912,0.088505,0.472432,-0.47721,0.04291,0.877741,0.057412,-0.995151,0.079864,124.64034,305.965966,272.484263,3.593423,3.597728,3.594141,90.026809,89.986805,90.011162,63.617694,0.062341,0.057003,105.800184,0.992958,-251.743809,127.599026,106.102042,127.599026,-320.298432,121.550723,106.102042,121.550723,870.239513,-354.148742,67.080321,-4.074488,67.080321,-27.363718,70.552401,-4.074488,70.552401,875.446469,381.41079,1.0,2.647826,1.490848,3.083965,0.0,-127.515737,1106.345354508025,2.9006661151563775,0.009385219972774339
48426.0,0.176429,0.717845,0.673477,-0.736315,0.550321,-0.393684,-0.653233,-0.426434,0.625652,-255.82406,217.821493,269.255196,3.59624,3.595564,3.596677,89.985215,90.003293,89.948458,61.028246,0.07018,0.061217,100.921627,1.0,607.39078,-272.994088,-105.653391,-272.994088,-58.380823,65.436926,-105.653391,65.436926,635.760917,-74.497059,-89.250429,-40.958556,-89.250429,277.546218,-1.811733,-40.958556,-1.811733,688.97869,350.043047,1.0,1.041811,0.894829,4.134044,0.0,-130.744804,667.2990912447616,1.9063343693404702,0.009908678939549794
49298.0,-0.4981,0.74695,0.440411,-0.866112,-0.404099,-0.2942,-0.041783,-0.527986,0.848224,70.012091,-421.344026,487.665453,3.595645,3.592356,3.597261,90.06517,89.924742,89.946916,138.117902,0.0803,0.079282,73.206166,0.9375,-1179.6026,82.430418,119.005635,82.430418,664.770989,-455.514233,119.005635,-455.514233,803.049292,-298.00459,78.108917,160.233261,78.108917,-326.417737,-91.211647,160.233261,-91.211647,846.295865,567.466229,1.0,0.981863,0.558173,3.220564,0.0,87.665453,1171.6720805418543,2.064743275748052,0.012806298310992
49493.0,-0.641136,0.193527,0.742625,-0.753992,0.02143,-0.656534,-0.142971,-0.980861,0.132178,384.622159,250.066797,222.356198,3.597341,3.59959,3.592992,89.991274,90.053499,90.032955,163.814058,0.076103,0.07362,64.877587,0.939189,617.727054,694.510123,-374.941335,694.510123,-253.406371,-68.12005,-374.941335,-68.12005,1221.484585,-641.750414,-167.877852,-273.626162,-167.877852,-488.10429,-10.657122,-273.626162,-10.657122,1309.292115,561.574688,1.0,0.846852,1.43823,3.286334,0.0,-177.643802,1899.4156540963227,3.3823028257575642,0.01447632446625982
47246.0,-0.52858,0.384094,-0.757017,0.335294,0.913735,0.229494,0.77986,-0.132517,-0.611766,184.897113,-424.648875,279.407507,3.597539,3.594991,3.59691,89.965239,90.030314,89.96113,110.556169,0.080369,0.065683,89.587569,0.993056,47.455477,-422.496043,110.55749,-422.496043,471.928433,165.383862,110.55749,165.383862,932.104539,0.117376,-27.332663,-28.912782,-27.332663,-244.918505,4.458786,-28.912782,4.458786,924.570926,412.659023,1.0,4.41804,2.229088,1.739113,0.0,-120.592493,1068.8233798455944,2.590088475650742,0.011084752171364311
48474.0,0.147053,0.61265,0.776554,-0.814336,-0.370651,0.446626,0.561455,-0.698054,0.444398,229.975368,-46.52915,558.696891,3.595222,3.595561,3.595046,90.023396,89.970758,90.047349,116.759348,0.060072,0.057527,73.029958,0.864865,-70.517608,48.645607,26.193289,48.645607,-230.492434,-65.055521,26.193289,-65.055521,748.058238,383.888951,-46.752997,-23.904404,-46.752997,-137.507248,58.132842,-23.904404,58.132842,508.806434,631.372355,1.0,2.092735,1.110295,2.464226,0.0,158.696891,597.655747608191,0.9465979035591303,0.011842605742700825
47250.0,0.770528,-0.298396,0.563246,-0.230307,0.693622,0.68253,-0.594345,-0.655628,0.465733,502.104608,333.596248,522.56055,3.597973,3.594075,3.589327,90.078357,90.051739,89.98029,174.665726,0.070267,0.073447,80.054281,0.905797,-201.978237,-903.373256,-562.658219,-903.373256,-1303.317148,0.922519,-562.658219,0.922519,712.359516,150.102967,-96.538047,100.369215,-96.538047,-667.34709,136.151167,100.369215,136.151167,898.055423,765.34364,1.0,2.451654,1.086334,3.878002,0.0,122.56055,1366.5720930494444,1.7855666678688862,0.011314785276754905
49197.0,-0.416865,0.280074,0.864744,-0.90289,-0.01775,-0.429505,-0.104944,-0.959814,0.260276,396.722752,-252.397176,535.979501,3.593862,3.598513,3.595796,89.978735,89.956847,89.964473,163.418959,0.091245,0.091062,71.142051,0.902778,5.583346,-534.217848,-327.53398,-534.217848,159.710339,235.144454,-327.53398,235.144454,933.035553,-629.142313,-26.124057,-1.261202,-26.124057,-72.407214,161.760444,-1.261202,161.760444,1133.738196,791.729775,1.0,1.109805,1.307489,3.250498,0.0,135.979501,1567.2849384965484,1.9795705403356194,0.01268979439459793
49257.0,0.600948,-0.782003,-0.165325,0.728341,0.45057,0.516243,-0.329213,-0.430648,0.840334,405.849516,465.080575,360.975067,3.583224,3.594776,3.596913,90.031694,90.102399,89.909692,268.598364,0.064067,0.083388,73.798152,0.929577,-1767.809516,-1729.844242,216.359464,-1729.844242,-1821.032723,229.456308,216.359464,229.456308,996.856278,-50.977127,-9.344264,245.85981,-9.344264,-427.896662,234.257508,245.85981,234.257508,964.394319,841.21617,1.0,3.451519,0.572897,3.794284,0.0,-39.024933,1281.5299639955072,1.5234252617796293,0.01259620972622729
48205.0,-0.166678,-0.530305,-0.831261,0.857215,0.338661,-0.387931,0.487237,-0.77723,0.398138,113.935191,161.868415,433.722203,3.594357,3.596546,3.59218,90.039563,89.994856,89.980129,177.726984,0.078556,0.080079,62.678867,0.871622,-615.37252,-396.164828,257.632196,-396.164828,33.647346,-297.517396,257.632196,-297.517396,264.979708,49.195157,19.870777,442.066881,19.870777,-666.046215,68.958897,442.066881,68.958897,692.417654,761.770461,1.0,5.149026,1.16131,2.581636,0.0,33.722203,1239.2718509355543,1.6268310657632004,0.01390615436619172
48910.0,-0.142088,0.315583,0.938199,-0.769252,0.561286,-0.305302,-0.622947,-0.765091,0.163011,386.415083,-241.827269,269.989415,3.598162,3.596697,3.592359,90.022007,89.988594,89.957604,45.71541,0.048175,0.043015,120.289826,1.0,-683.087078,120.402398,-113.506743,120.402398,465.628277,287.697855,-113.506743,287.697855,1050.968227,-159.138146,90.862753,-35.157401,90.862753,115.211541,126.229742,-35.157401,126.229742,1087.890868,167.805436,1.0,1.256191,1.407054,3.82494,0.0,-130.010585,1143.3707254053218,6.81366916745964,0.008313255021251756
49097.0,-0.326488,0.76227,0.558884,-0.893731,-0.441419,0.07996,0.307653,-0.473386,0.825382,-331.793738,434.893985,263.259724,3.594365,3.592386,3.595754,90.045716,89.997777,90.074213,151.859674,0.060666,0.064842,88.960785,0.992958,-328.297274,614.023356,-22.148477,614.023356,-695.492603,-128.857827,-22.148477,-128.857827,545.315931,-392.466282,114.436365,235.764215,114.436365,-27.180629,-112.382421,235.764215,-112.382421,530.381444,726.20537,1.0,1.712903,0.599918,2.565287,0.0,-136.740276,841.998331888866,1.1594493330293962,0.011161749528176938
48454.0,0.171781,0.980528,-0.095163,-0.971661,0.184561,0.14769,0.162378,0.067096,0.984445,11.256546,470.349069,305.645263,3.589664,3.592214,3.598264,89.940162,89.937526,89.941174,162.271622,0.074867,0.073725,84.901665,0.986111,-651.523357,-246.192364,493.933187,-246.192364,-1648.366926,-68.965302,493.933187,-68.965302,1163.70008,-569.168999,-42.120316,-16.210753,-42.120316,-479.039927,117.37483,-16.210753,117.37483,1135.722636,645.435607,1.0,3.713982,0.176611,1.178953,0.0,-94.354737,1665.2263377622764,2.5800038295102556,0.011614742773301325
47814.0,0.323363,0.017082,0.946121,-0.250182,0.965803,0.068069,-0.912604,-0.258714,0.316578,377.534494,-395.94267,400.884264,3.597308,3.591523,3.596242,90.079316,90.034141,89.986236,138.613765,0.069175,0.065722,84.722405,0.927536,244.984713,-577.460273,298.875066,-577.460273,-927.698759,141.000762,298.875066,141.000762,918.92976,-459.656267,-254.938221,-183.810531,-254.938221,-379.159075,141.027145,-183.810531,141.027145,901.102518,658.374311,1.0,1.642618,1.248676,4.436147,0.0,0.884264,1355.5841380333895,2.05898698564712,0.010947942282799928
47569.0,0.632248,0.105412,0.767561,-0.390945,0.898733,0.198599,-0.668898,-0.425638,0.609433,485.841744,-379.650831,284.850195,3.59481,3.594039,3.595172,90.049124,90.076703,89.990502,172.182743,0.105514,0.090125,72.652547,0.883562,-632.102796,-149.215332,227.445724,-149.215332,-257.229813,108.225406,227.445724,108.225406,832.411475,-67.300675,-132.736816,-81.851254,-132.736816,-188.183266,86.4115,-81.851254,86.4115,700.544334,1138.406871,1.0,1.823984,0.915451,4.145686,0.0,-115.149805,849.0329091996388,0.7458079627135691,0.0121614731552357
49307.0,-0.434374,0.239522,0.868302,-0.76384,0.412927,-0.496023,-0.477354,-0.878704,0.003592,509.975291,462.682219,364.617837,3.596241,3.597819,3.591737,90.016476,89.943309,89.970929,111.961873,0.068114,0.068267,81.327545,0.978571,-988.142762,234.73099,-124.748064,234.73099,457.510282,16.075075,-124.748064,16.075075,968.442973,-374.1068,70.796756,-60.563184,70.796756,-80.558406,-174.435594,-60.563184,-174.435594,882.4562,636.281321,1.0,1.05178,1.567205,3.639237,0.0,-35.382163,1151.342726670479,1.8094869182408055,0.01203246698274244
48971.0,-0.24329,0.731635,0.636805,-0.918112,0.038058,-0.394488,-0.312857,-0.680633,0.662464,483.844224,-382.989299,237.545974,3.591113,3.595232,3.593548,90.107493,90.066365,90.05453,200.649445,0.115072,0.105745,72.029183,0.929577,-647.326102,716.719458,-93.451608,716.719458,-1260.425734,-494.07943,-93.451608,-494.07943,701.077214,-220.251274,-99.729452,246.419872,-99.729452,-396.246834,-225.964144,246.419872,-225.964144,1007.93983,705.020151,1.0,1.016176,0.846693,3.572448,0.0,-162.454026,1358.9997754542596,1.9276041592948163,0.012905560791936234
49680.0,-0.359441,0.917352,0.171079,-0.367218,-0.307589,0.877804,0.857877,0.252695,0.447429,8.866362,-244.641919,392.070439,3.598851,3.593721,3.597141,89.995285,90.004459,89.979264,90.995943,0.066526,0.057985,128.905678,1.0,-172.966346,335.874061,-221.84136,335.874061,685.771156,-160.007494,-221.84136,-160.007494,1015.071699,11.539948,-33.129083,19.276873,-33.129083,-53.201575,-130.214734,19.276873,-130.214734,1077.622141,459.374771,1.0,2.949111,1.106908,1.284339,0.0,-7.929561,1106.1470291253672,2.407940311387643,0.007757610180677999
49561.0,-0.644042,0.494048,0.584061,-0.689638,-0.70539,-0.163784,0.331073,-0.508274,0.795015,339.06481,399.430342,353.693469,3.58633,3.595062,3.596127,90.043823,89.849138,90.002496,220.708343,0.081144,0.080868,62.59729,0.844595,-2014.123457,-1313.015832,190.931476,-1313.015832,-871.407548,-94.388917,190.931476,-94.388917,1017.572911,-338.66269,6.100985,306.431286,6.100985,-158.469627,-10.270892,306.431286,-10.270892,1031.365614,822.53039,1.0,1.297396,0.651765,2.564256,0.0,-46.306531,1316.4762177608936,1.6005198516262646,0.013492517008324162
47264.0,0.721919,-0.026894,0.691455,-0.220428,0.938253,0.266633,-0.65593,-0.344903,0.671414,-289.85293,352.071669,470.20932600000003,3.595599,3.596702,3.596807,90.059499,90.031517,90.050555,110.774959,0.062076,0.056461,112.644611,1.0,161.439615,-591.760002,385.901372,-591.760002,487.643407,8.444107,385.901372,8.444107,709.832781,-86.504548,106.404974,35.571906,106.404974,-107.545287,38.492538,35.571906,38.492538,633.47673,311.10326,1.0,1.938837,0.834681,4.228297,0.0,70.209326,737.9136008883662,2.371925002934287,0.008877477503118191
49200.0,0.592051,-0.388772,-0.705926,0.805895,0.282459,0.520337,-0.002897,-0.876968,0.480539,-230.274719,287.17564,200.843024,3.593751,3.598003,3.594433,90.006868,90.011351,89.992082,134.148469,0.070827,0.069146,68.22408,0.942029,16.275415,-159.758871,248.866711,-159.758871,-198.617077,-313.428386,248.866711,-313.428386,729.660344,-433.54756,163.051734,-217.47968,163.051734,-236.699078,-82.641879,-217.47968,-82.641879,758.070133,656.470094,1.0,4.077196,1.069527,3.144896,0.0,-199.156976,1133.432237343029,1.726555783275375,0.013807866665259539
