%GrainID,O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,a,b,c,alpha,beta,gamma,DiffPos,DiffOme,DiffAngle,GrainRadius,Confidence,eFab11,eFab12,eFab13,eFab21,eFab22,eFab23,eFab31,eFab32,eFab33,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33,RMSErrorStrain,PhaseNr,Eul0,Eul1,Eul2,layer,Zraw,eqv_strain,strain/error,Confidence/R
47188.0,-0.276608,0.757976,0.590729,-0.896972,-0.42424,0.124346,0.344862,-0.495472,0.797231,-347.580344,467.377478,569.7111649999999,3.591251,3.584836,3.597544,90.126325,89.992924,90.124864,263.052727,0.073461,0.085993,65.937454,0.807143,-1934.848806,1452.059414,718.49351,1452.059414,-1993.125445,-127.812263,718.49351,-127.812263,977.425075,-564.679678,198.832016,141.819155,198.832016,-204.996813,61.548514,141.819155,61.548514,820.457193,668.296764,1.0,1.778263,0.648101,2.533538,0.0,169.711165,1263.8600451652956,1.8911658910341447,0.012241039819341524
46260.0,-0.2845,0.581502,-0.762178,0.731229,0.64577,0.21974,0.619971,-0.49481,-0.608932,467.725123,-187.34597,483.494181,3.597377,3.595679,3.598982,90.004416,89.991462,90.080842,118.062269,0.060215,0.061957,94.083821,1.0,1133.308207,-454.593763,-33.714737,-454.593763,-96.172715,59.7544,-33.714737,59.7544,1136.714384,196.299348,6.430491,-32.179121,6.430491,59.121151,45.717788,-32.179121,45.717788,1076.454358,750.312088,1.0,4.431695,2.22551,2.244389,0.0,83.494181,957.3943801273448,1.2759948765844018,0.01062882001784345
45585.0,0.81913,0.28496,-0.497819,-0.267774,0.95747,0.107467,0.50727,0.045273,0.860597,-88.76172,136.095745,244.570372,3.592787,3.594909,3.59752,90.002756,89.986093,89.998899,70.984148,0.050694,0.049237,116.852286,1.0,-256.621578,134.97142,-505.195056,134.97142,-3.821483,110.628013,-505.195056,110.628013,537.587195,23.153617,14.910883,-159.756636,14.910883,-173.41704,-19.014055,-159.756636,-19.014055,1078.026151,125.216531,1.0,4.499776,0.534356,1.481783,0.0,-155.429628,1174.0241104166864,9.375951410254979,0.008557812895504672
45792.0,0.746137,-0.441453,0.498397,-0.404017,0.294788,0.865951,-0.529198,-0.847478,0.041598,91.963457,-427.30759,481.99336900000003,3.595028,3.596259,3.593708,90.015287,90.028757,89.93068,132.49279,0.085886,0.078432,72.583833,0.902778,-471.313281,-42.08819,-3.104489,-42.08819,-202.319299,229.304702,-3.104489,229.304702,888.230968,-265.340081,-101.991461,-30.836664,-101.991461,-445.044007,-237.108687,-30.836664,-237.108687,939.867397,547.408574,1.0,2.619346,1.529187,3.699788,0.0,81.993369,1323.6613415254344,2.4180500715457085,0.012437728385052357
47412.0,-0.474016,0.086115,0.876295,-0.877078,0.041677,-0.478536,-0.07773,-0.995413,0.055774,147.179933,309.300844,264.063843,3.589476,3.598841,3.59234,90.012166,89.985702,89.908334,127.405339,0.069219,0.061867,107.07422,1.0,-1018.310875,-468.452583,267.56639,-468.452583,-1228.039246,513.032552,267.56639,513.032552,1253.633565,-575.872415,138.165367,-15.947774,138.165367,-310.656808,79.805429,-15.947774,79.805429,1279.86621,409.020317,1.0,1.07096,1.514994,3.219523,0.0,-135.936157,1743.9091136364602,4.263624668885239,0.009339316223830536
47154.0,0.364265,-0.877454,0.312067,0.671681,0.479645,0.564611,-0.645102,0.003942,0.764087,-19.206293,-429.270072,584.479643,3.5952,3.594085,3.59639,89.997776,90.090807,89.941792,138.845015,0.063746,0.070366,66.162081,0.876812,-594.350905,-358.152308,294.730173,-358.152308,-101.952167,-123.74744,294.730173,-123.74744,1099.271889,-165.452667,-0.415997,213.471511,-0.415997,-195.172525,-163.417627,213.471511,-163.417627,1143.415855,704.580995,1.0,2.63667,0.701172,4.718499,0.0,184.479643,1344.293922237188,1.9079338383760807,0.013252485211279858
47830.0,-0.717978,0.673787,-0.174695,-0.54961,-0.394762,0.736269,0.427126,0.624639,0.65375,-235.539257,219.911173,268.982419,3.594807,3.598473,3.596249,89.985576,89.96683,90.001325,87.34564,0.075782,0.063827,101.515836,1.0,547.956697,-375.881077,269.503188,-375.881077,82.465272,-39.856535,269.503188,-39.856535,846.320585,-76.160739,33.721837,13.674762,33.721837,-7.170784,81.488717,13.674762,81.488717,957.755454,478.78674,1.0,3.374555,0.858266,0.599768,0.0,-131.017581,1004.1841990955703,2.097351733457719,0.009850679848610024
47302.0,-0.383525,0.527178,0.758282,-0.913735,-0.335876,-0.228641,0.134154,-0.780558,0.610517,209.292735,-415.470985,278.532788,3.59538,3.594319,3.59424,90.12752,89.997373,89.983359,125.664324,0.068266,0.061308,91.098667,0.986111,-1048.680504,460.025477,326.862196,460.025477,55.757637,79.414485,326.862196,79.414485,912.35534,-375.329373,-223.681036,79.828682,-223.681036,-246.834496,-19.829498,79.828682,-19.829498,1067.61649,595.264293,1.0,1.277941,0.914083,2.971386,0.0,-121.467212,1398.4962712768786,2.349370334694137,0.010824647961094754
46681.0,0.148209,0.611607,0.777156,-0.814514,-0.370202,0.446675,0.560894,-0.699205,0.443295,242.85237,-32.939663,573.237549,3.594632,3.594879,3.593908,90.054786,90.002091,90.087212,127.6176,0.065121,0.060676,74.799399,0.837838,-722.903495,352.898267,-159.927181,352.898267,-349.28398,-67.248497,-159.927181,-67.248497,847.629742,74.365522,86.112549,213.704989,86.112549,-240.144546,-16.079725,213.704989,-16.079725,924.677836,566.771155,1.0,2.092447,1.111525,2.46552,0.0,173.237549,1062.7263105531495,1.8750536282199284,0.011201132779155085
47151.0,0.394268,0.283769,-0.874087,0.75685,0.439244,0.483986,0.521278,-0.852373,-0.04159,541.97606,-118.397265,485.196101,3.594874,3.597473,3.590447,89.964479,89.959909,90.101764,149.276452,0.083476,0.073321,81.361183,0.869565,-1439.438148,24.654051,9.428359,24.654051,-315.19879,66.661125,9.428359,66.661125,1356.048435,-151.289019,176.099138,70.300969,176.099138,-66.788665,-11.687432,70.300969,-11.687432,1130.85325,525.116042,1.0,4.206706,1.612399,2.592716,0.0,85.196101,1252.8986107059134,2.385946172838333,0.010687713328848722
47613.0,-0.565365,-0.299885,0.768395,-0.682087,0.693797,-0.231091,-0.46381,-0.654763,-0.596796,508.170959,322.784458,509.442744,3.587007,3.594153,3.596417,89.964104,89.907248,89.953266,207.551013,0.086133,0.082514,79.580829,0.885714,-1135.645623,-1084.483089,-720.466209,-1084.483089,-1285.902577,-158.721674,-720.466209,-158.721674,571.736759,-170.821927,-67.440581,101.70932,-67.440581,-525.824568,126.243304,101.70932,126.243304,791.181772,915.932714,1.0,1.278657,2.210299,3.757909,0.0,109.442744,1190.0061503884817,1.2992287885335665,0.011129740807299206
47115.0,0.417015,-0.864705,-0.279971,0.902839,0.429606,0.017912,0.104788,-0.260238,0.959841,436.614844,-245.157017,542.990218,3.592398,3.597461,3.600107,89.969342,89.990894,89.945072,170.120042,0.080324,0.081816,72.28184,0.909722,335.096465,-878.054588,-528.064655,-878.054588,-13.117976,-33.470769,-528.064655,-33.470769,1275.693052,-671.861764,-84.089875,-130.915226,-84.089875,-424.049564,-28.229212,-130.915226,-28.229212,1427.980016,553.426605,1.0,4.648497,0.28436,2.758793,0.0,142.990218,1992.2688247983522,3.599879020630662,0.012585761513541991
46615.0,0.16256,-0.783723,0.59946,-0.517412,0.4496,0.72811,-0.840154,-0.42853,-0.332421,414.854746,503.525125,359.176995,3.597688,3.591989,3.597371,89.911071,89.972877,89.99721,167.795924,0.085231,0.077549,73.423328,0.957746,-874.679056,253.172274,-630.443263,253.172274,770.689345,-138.810439,-630.443263,-138.810439,889.429911,-232.397258,16.135831,5.517065,16.135831,-304.426722,35.75309,5.517065,35.75309,1032.311131,769.322093,1.0,2.4528,1.909666,4.240725,0.0,-40.823005,1302.6698104802663,1.6932697271183998,0.013044164928072996
45918.0,0.531463,0.830732,-0.165625,-0.338586,0.387556,0.857415,0.77647,-0.399606,0.487246,126.918191,133.898163,431.514779,3.598277,3.593131,3.594293,89.991329,89.934209,90.015252,155.479822,0.074141,0.080215,63.784137,0.837838,-274.274135,49.808155,617.199089,49.808155,-294.36077,-23.11997,617.199089,-23.11997,979.924484,101.254347,76.621214,521.795212,76.621214,-555.6152,-190.895012,521.795212,-190.895012,959.801908,740.283045,1.0,3.33241,1.061863,2.046091,0.0,31.514779,1403.0223566385669,1.89525123682735,0.01313552302197018
47082.0,-0.143078,0.314789,0.938316,-0.769241,0.561163,-0.305557,-0.622734,-0.765509,0.161858,408.334692,-236.575285,269.107281,3.597786,3.596598,3.593177,89.995625,89.985176,89.948526,56.164643,0.049505,0.04581,120.946786,1.0,-366.971327,92.897686,-258.176238,92.897686,283.029316,333.728704,-258.176238,333.728704,1013.061106,-98.038775,68.348962,-26.706731,68.348962,50.261674,127.857951,-26.706731,127.857951,1144.429763,155.430641,1.0,1.255982,1.408223,3.824505,0.0,-130.892719,1182.2697718078189,7.606413794612214,0.00826809899685966
47758.0,0.191243,-0.743099,0.641272,0.020682,0.656237,0.754272,-0.981325,-0.130987,0.140869,410.806797,237.322424,223.191549,3.600335,3.591496,3.590171,89.952551,90.029578,89.996086,125.371155,0.078287,0.071521,63.108795,0.824324,-1431.716589,-263.147096,-392.842008,-263.147096,-708.795607,76.670668,-392.842008,76.670668,1522.992122,-766.087733,-229.936607,-25.008212,-229.936607,-768.606892,-4.920576,-25.008212,-4.920576,1485.64858,655.907573,1.0,2.43699,1.429457,4.579694,0.0,-176.808451,2261.8876189422263,3.4484852928237597,0.013061951190796782
46097.0,0.321268,0.016188,0.94685,-0.249946,0.965848,0.068294,-0.913408,-0.258602,0.314342,409.590481,-375.981004,398.902929,3.597987,3.593483,3.59779,90.094383,90.015785,90.019394,146.655191,0.063172,0.061769,87.640784,0.92029,742.931208,-799.364899,308.347935,-799.364899,-289.027955,234.721476,308.347935,234.721476,946.701399,-304.172,-59.489573,21.606534,-59.489573,-339.913683,199.233143,21.606534,199.233143,904.812321,709.054219,1.0,1.6428,1.251033,4.436491,0.0,-1.097071,1240.5266878783025,1.7495512397173996,0.010500704786027474
47015.0,0.327024,-0.560338,-0.760971,0.892927,-0.080434,0.442959,-0.309415,-0.824349,0.474037,-328.635833,433.402333,256.159543,3.595479,3.598711,3.594252,89.968162,89.980871,89.962986,136.785339,0.06586,0.072174,91.627795,0.985915,325.83142,-155.929719,673.05548,-155.929719,209.98324,-306.053377,673.05548,-306.053377,638.022613,-326.161268,180.523549,88.337637,180.523549,-22.840057,-45.210561,88.337637,-45.210561,937.730842,472.147544,1.0,4.185238,1.076926,3.500665,0.0,-143.840457,1156.6714965340805,2.449809410708447,0.010759999190202055
45869.0,0.63048,0.104641,0.76912,-0.391286,0.898607,0.198496,-0.670366,-0.426094,0.607498,508.80419,-367.934518,306.757388,3.595006,3.593625,3.591077,89.989509,90.157381,89.937958,184.235246,0.116235,0.095747,73.726421,0.80137,-1824.479281,389.430737,-517.329859,389.430737,-415.004038,329.617586,-517.329859,329.617586,979.593368,-228.398384,168.989821,-144.427567,168.989821,-303.953434,14.090089,-144.427567,14.090089,773.875255,861.729439,1.0,1.823367,0.91789,4.146193,0.0,-93.242612,1059.811024269193,1.2298651714847508,0.010869509046153211
