%GrainID,O11,O12,O13,O21,O22,O23,O31,O32,O33,X,Y,Z,a,b,c,alpha,beta,gamma,DiffPos,DiffOme,DiffAngle,GrainRadius,Confidence,eFab11,eFab12,eFab13,eFab21,eFab22,eFab23,eFab31,eFab32,eFab33,eKen11,eKen12,eKen13,eKen21,eKen22,eKen23,eKen31,eKen32,eKen33,RMSErrorStrain,PhaseNr,Eul0,Eul1,Eul2,layer,Zraw,eqv_strain,strain/error,Confidence/R
48210.0,0.876788,0.089765,0.472425,-0.4773,0.042839,0.877696,0.058548,-0.995041,0.080406,89.055542,297.791474,274.557302,3.594077,3.596403,3.595495,90.003571,89.982237,90.011539,78.682234,0.062991,0.059255,104.727852,0.992958,18.556696,247.877621,74.126211,247.877621,-7.540617,-18.661239,74.126211,-18.661239,476.868384,-41.181376,6.913274,-46.173247,6.913274,58.331845,122.076015,-46.173247,122.076015,384.895801,455.339053,1.0,2.647811,1.490303,3.08282,0.0,-125.442698,402.3133931239162,0.8835468657328548,0.009481317348130085
47974.0,0.36727,-0.893875,0.257098,-0.050706,0.256762,0.965143,-0.928731,-0.367505,0.048976,444.842038,116.067627,408.115648,3.598099,3.596824,3.591224,89.977345,90.030187,89.990934,129.91647,0.065974,0.066788,75.059096,0.935714,331.785947,-629.680595,-54.520269,-629.680595,-748.598572,94.954685,-54.520269,94.954685,952.683411,-16.870783,58.973474,-10.572235,58.973474,-613.272415,-118.254558,-10.572235,-118.254558,1061.544542,540.554384,1.0,2.881255,1.5218,4.33559,0.0,8.115648,1474.7960934000855,2.7283028998615713,0.012466363836835978
49559.0,0.28456,-0.817554,-0.500631,0.957497,0.268077,0.10646,0.047171,-0.509647,0.859089,-154.251022,126.465464,241.314708,3.596086,3.595063,3.596459,90.043992,90.031268,89.91952,104.628268,0.049358,0.053607,114.930499,1.0,-353.461446,-232.131353,-180.909688,-232.131353,636.998679,-578.995649,-180.909688,-578.995649,657.290096,125.752193,36.751777,-49.105963,36.751777,-6.335382,-109.746822,-49.105963,-109.746822,592.879993,152.042122,1.0,4.502858,0.537308,3.0493,0.0,-158.685292,556.0684558215307,3.657331590133494,0.008700910625994932
48766.0,-0.287462,0.583468,-0.75956,0.730655,0.64634,0.219974,0.619282,-0.491742,-0.612111,414.522068,-194.075138,494.025314,3.595758,3.594396,3.594305,89.936407,90.070736,89.998496,93.484897,0.065601,0.06096,94.636328,1.0,-845.303289,108.406454,118.924661,108.406454,77.100377,87.758078,118.924661,87.758078,833.516309,348.820541,-42.419123,50.833257,-42.419123,-127.969535,47.702208,50.833257,47.702208,985.999783,506.639683,1.0,4.430494,2.229524,2.2419,0.0,94.025314,970.629218199528,1.915817593387228,0.010566766707178241
50313.0,-0.640687,0.193864,0.742925,-0.754506,0.020327,-0.655979,-0.142272,-0.980818,0.133248,358.846508,223.676492,226.883212,3.587894,3.596828,3.593425,90.027457,89.972418,89.899203,175.320254,0.063285,0.068521,65.912642,0.905405,-1478.397885,-887.430618,329.755718,-887.430618,-1025.005149,306.426873,329.755718,306.426873,812.249153,-64.885784,12.85336,35.501412,12.85336,-409.501729,-104.916143,35.501412,-104.916143,809.569116,538.918825,1.0,0.847471,1.437151,3.285643,0.0,-173.116788,1092.752186243566,2.0276749216239867,0.013736439209947007
47978.0,-0.876815,-0.311588,-0.366207,0.480823,-0.565018,-0.670495,0.002005,-0.763982,0.645235,-106.908561,-418.249008,565.589557,3.59242,3.596779,3.596858,90.038576,89.961514,89.949595,155.766608,0.087706,0.081988,63.197743,0.892857,16.46471,666.916547,74.579043,666.916547,-414.087228,-118.89238,74.579043,-118.89238,907.75854,-291.546935,249.938064,-236.33243,249.938064,87.399716,-14.918167,-236.33243,-14.918167,802.760482,777.502212,1.0,5.783284,0.869466,3.138969,0.0,165.589557,1007.6376383045776,1.2959932753279133,0.014127988716305898
49219.0,0.177184,0.717992,0.673122,-0.736025,0.550712,-0.39368,-0.653356,-0.425681,0.626037,-293.706622,213.008986,268.17256699999996,3.596163,3.596151,3.597221,89.928165,89.992532,89.963291,75.73624,0.071916,0.060854,99.663826,1.0,1230.419503,-199.265888,31.616299,-199.265888,-53.747776,221.399835,31.616299,221.399835,301.047152,160.125585,77.432258,27.114661,77.432258,186.263126,41.722338,27.114661,41.722338,471.769869,343.734652,1.0,1.041586,0.894336,4.134939,0.0,-131.827433,309.8604528334747,0.9014524751303652,0.01003373079415996
49860.0,0.497326,-0.440085,-0.747658,0.866502,0.294592,0.402977,0.04291,-0.848258,0.527842,38.754846,-445.137064,499.136952,3.594558,3.594768,3.594322,90.042535,90.05881,89.987147,135.383082,0.076524,0.076033,72.006027,0.957746,12.243278,363.028203,-269.031556,363.028203,-446.017587,-283.727079,-269.031556,-283.727079,273.972263,-45.713178,98.282624,-45.90211,98.282624,-402.009038,-162.174697,-45.90211,-162.174697,394.389084,720.383923,1.0,4.218041,1.014738,3.09105,0.0,99.136952,711.3323326478672,0.9874350466978249,0.013300914380403183
50007.0,-0.415991,0.28239,0.864412,-0.903218,-0.017934,-0.428807,-0.105588,-0.959132,0.26252,381.333511,-274.287464,552.844216,3.595167,3.597238,3.597443,90.031565,89.999244,90.001258,146.385277,0.085226,0.082156,69.581793,0.930556,501.035198,-201.137636,190.400415,-201.137636,235.994616,-184.211354,190.400415,-184.211354,828.46263,-61.472232,-75.603575,100.387952,-75.603575,-80.540764,-140.988633,100.387952,-140.988633,752.210781,780.499821,1.0,1.110299,1.305163,3.251238,0.0,152.844216,839.4718412190476,1.0755567376600943,0.013373555924320605
47986.0,-0.529402,0.382035,-0.757484,0.334124,0.914597,0.227756,0.779804,-0.132519,-0.611837,148.03909,-426.832261,283.590768,3.597754,3.593302,3.59544,90.0027,89.988034,90.029237,95.0404,0.078964,0.06343,89.982887,0.986111,489.057475,-255.43818,-354.235591,-255.43818,-380.999668,80.036632,-354.235591,80.036632,524.87486,-81.412042,-22.646388,-190.378365,-22.646388,-160.228072,-59.017988,-190.378365,-59.017988,562.551903,479.576811,1.0,4.420313,2.229177,1.739127,0.0,-116.409232,708.4039373096244,1.477143850705543,0.010958872657642112
